book_id,lec,prof,bk,publisher,author,serial,credit,rating,major,difficulty
1182,신소재공학개론1,주진호,재료과학(THIRD EDITION)(3판),한티미디어,WILLIAM D CALLISTER JR,EAM2057-41,3,4.72,21,1
1183,신소재강도학,김득중,Mechanical Metallurgy (SI),McGraw-Hill,"Dieter, Bacon David",EAM3002-41,3,3.86,21,2
1184,기계재료,이영제,재료공학(핵심)(3판),한티미디어,"Donald R Askeland, Wendelin JWright",EME2013-41,3,4.15,16,1
1185,기계설계입문,서명원,기계공학제도(4판),문운당,김종원,EME2014-41,3,3.63,16,1
1186,기체동역학,김윤제,Fundamentals of Gas Dynamics,John Wiley & Sons Inc,"Zucker Robert D, Biblarz Oscar",EME3009-41,3,4.09,16,2
1187,기구학,문형필,기구학(4판)(CD1장포함),ITC,"John J Uicker, Gordon R Pennock, Joseph E Shigley",EME3017-41,3,3.53,16,2
1188,기구학,최혁렬,기구학(4판),프로텍미디어,"Arthur G Erdman, George N Sandor, Sridhar Kota",EME3017-41,3,3.53,16,2
1189,비파괴공학개론,송성진,비파괴평가공학,학연사,박은수 외,EME3035-41,3,4.0,16,2
1190,시스템프로그램,최형기,Computer Systems,Pearson,Bryant Randal E,SWE2001-41,3,4.7,18,1
1191,시스템프로그램,최형기,컴퓨터 시스템(3판),피어슨에듀케이션코리아,"Randal E Bryan, David R O'Hallaron",SWE2001-41,3,4.7,18,1
1192,동아시아철학입문,김도일,중국철학사(상)(완역판)(까치글방 154),까치,풍우란,COS2027-01,3,5.0,56,1
1193,동아시아철학입문,김도일,중국철학사(하)(완역판)(까치글방 155),까치,풍우란,COS2027-01,3,5.0,56,1
1194,국어학연구입문,이금희,국어학개설(3판)(양장본 HardCover),학연사,이익섭,DKL2017-01,3,4.0,25,1
1195,국문학연구입문,정인숙,한국문학강의,길벗,조동일,DKL2018-01,3,4.57,25,1
1196,국문학연구입문,정인숙,한국문학강의(개정판),길벗,"조동일, 서대석, 이혜순, 김대행, 박희병",DKL2018-01,3,4.57,25,1
1197,인문학명저산책,김연정,빌러비드(세계문학전집 116),문학동네,토니 모리슨,CLA2003-01,3,3.0,60,1
1198,인문학명저산책,김연정,안드로이드는 전기양의 꿈을 꾸는가(필립 K. 딕 걸작선 12)(양장본 HardCover),폴라북스,필립 K. 딕,CLA2003-01,3,3.0,60,1
1199,인문학명저산책,김연정,오만과 편견(세계문학전집 88),민음사,제인 오스틴,CLA2003-01,3,3.0,60,1
1200,인문학명저산책,김연정,추락,동아일보사,존 쿳시,CLA2003-01,3,3.0,60,1
1201,인문학명저산책,김연정,하얀 이빨. 1,민음사,제이디 스미스,CLA2003-01,3,3.0,60,1
1202,인문학명저산책,심세광,감시와 처벌(2판)(양장본 HardCover),나남,미셸 푸코,CLA2003-01,3,3.0,60,1
1203,인문학명저산책,심세광,성의 역사. 1: 지식의 의지(6판)(나남신서 136),나남,미셸 푸코,CLA2003-01,3,3.0,60,1
1204,인문학명저산책,김영죽,그리스인 조르바(열린책들 세계문학 21)(양장본 HardCover),열린책들,니코스 카잔차키스,CLA2003-01,3,3.0,60,1
1205,인문학명저산책,김영죽,마음(문예세계문학선 14),문예출판사,나쓰메 소세키,CLA2003-01,3,3.0,60,1
1206,인문학명저산책,김영죽,북학의(오래된 책방 01),서해문집,박제가,CLA2003-01,3,3.0,60,1
1207,인문학명저산책,김영죽,아내를 모자로 착각한 남자(개정판)(양장본 HardCover),알마,올리버 색스,CLA2003-01,3,3.0,60,1
1208,인문학명저산책,김영죽,왜 나는 너를 사랑하는가(개정판)(양장본 HardCover),청미래,알랭 드 보통,CLA2003-01,3,3.0,60,1
1209,프랑스어문법,노윤채,대학 프랑스어 문법,신아사,노윤채,FRE2001-01,3,4.67,36,1
1210,고급중회화1,이안동,박아한어 중급가속편. 1,북경대학출판사,편집부,CHI3011-01,3,3.82,35,2
1211,중국어학의이해,이정심,중국어란 무엇인가(개정증보판)(양장본 HardCover),통나무,최영애,CHI3032-01,3,3.0,35,2
1212,영미시입문,김원중,Sound and Sense,Cengage Learning,"Arp Thomas R, Greg Johnson",ENG2001-01,3,3.27,10,1
1213,라틴어독해연습,정준영,"Wheelock's Latin, 7th Edition",없음,Wheelock Frederic M,LIT2005-01,3,4.83,61,1
1214,디지털문명과언어의미래,최명원,언어인간학,21세기북스,김성도,ILI3004-01,3,3.27,62,2
1215,러시아어발달사,안혁,How Russian Came to Be the Way It Is,Slavica Pub,없음,RUS2023-01,3,3.25,29,1
1216,러시아어발달사,안혁,러시아 문어사(양장본 HardCover),선인,"뵈크, 플렉켄슈타인, 프라이당크",RUS2023-01,3,3.25,29,1
1217,동아시아의국제질서와일본,고은미,유목민의 눈으로 본 세계사,시루,스기야마 마사아키,JAP3031-01,3,3.57,63,2
1218,뉴미디어컨텐츠론,김원제,"미디어 콘텐츠, 창조기획과 스마트 비즈니스",한국학술정보,"김원제, 송해룡",MCJ2006-01,3,3.82,44,1
1219,뉴미디어컨텐츠론,김찬원,아이디스오더(하이브리드미래문화연구총서 6),성균관대학교출판부,"래리 D 로젠, 낸시 A 치버, L 마크 캐리어",MCJ2006-01,3,3.82,44,1
1220,영어발음의이해,강용순,Practical Phonetics and Phonology,없음,Collins Beverley S,ENG2011-01,3,3.15,10,1
1221,언어습득과영어교육,이혜문,Principles of Language Learning and Teaching,Prentice-Hall,Brown H Douglas,ENG3019-01,3,3.87,10,2
1222,언어습득과영어교육,이혜문,외국어 학습 교수의 원리(5판),Pearson Education,Brown,ENG3019-01,3,3.87,10,2
1223,일본어로읽는일본사회,김동건,JLPT(일본어능력시험) 한 권으로 끝내기 N4(개정판)(CD1장포함),다락원,"이치우, 이한나",JAP3032-01,3,4.0,63,2
1224,고전문학작가론,한영규,새 민족문학사 강좌. 1(양장본 HardCover),창비,민족문학사연구소,DKL3016-01,3,4.0,25,2
1225,한문문법,강지희,한문독해기본패턴(한문독해첩경시리즈 1),전통문화연구회,동양고전정보화연구소 고전교육연구실,KLC2007-01,3,4.75,24,1
1226,영미소설입문,홍덕선,Disgrace,없음,Coetzee J M,ENG2004-01,3,3.08,10,1
1227,미국문학개관1,정연식,The Norton Anthology of American Literature,W. W. Norton & Company,W W Norton & Company,ENG2007-01,3,4.35,10,1
1228,미국문학개관1,정연식,The Norton Anthology of American Literature (Shorter Eighth Edition),W. W. Norton & Company,Nina Baym,ENG2007-01,3,4.35,10,1
1229,의미와영어사용,이한정,STYLE(문체),홍문관,조셉 윌리엄스,ENG2021-01,3,4.06,10,1
1230,중세르네상스영시,션노르만딘,Troilus and Cressida (Oxford World's Classics),Oxford U.K,없음,ENG3001-01,3,4.29,10,2
1231,중세르네상스영시,션노르만딘,Troilus and Criseyde,Penguin Books,"Chaucer, Geoffrey",ENG3001-01,3,4.29,10,2
1232,도이치1a,프랑크그뤼네르트,Menschen A1. Kursbuch mit DVD-ROM,없음,Evans Sandra,GER2006-01,3,4.33,28,1
1233,도이치1a,프랑크그뤼네르트,studio 21 Grundstufe A1: Gesamtband. Intensivtraining mit Audio-CD,Cornelsen,Cornelsen Verlag GmbH,GER2006-01,3,4.33,28,1
1234,메타데이터론,고영만,Metadata,Neal-Schuman Publishers,"Zeng, Marcia Lei (NA)",LIS2015-01,3,3.14,31,1
1235,중국의역사1,하원수,한국인을 위한 중국사(서해역사책방 6),서해문집,신성곤 외,HIS2006-01,3,3.67,34,1
1236,중국정치론,이희옥,중국 공산당을 개혁하라(동아시아자료총서 13)(양장본 HardCover),성균관대학교출판부,옌이룽,PSD3003-01,3,4.27,41,2
1237,중국정치론,이희옥,중국 모델의 혁신(동아시아자료총서 4)(반양장),성균관대학교출판부,딩쉐량,PSD3003-01,3,4.27,41,2
1238,중국정치론,이희옥,중국은 문명형 국가다,지식공작소,장웨이웨이,PSD3003-01,3,4.27,41,2
1239,중국정치론,이희옥,중국은 문명형 국가다 큰글씨책,지식공작소,장웨이웨이,PSD3003-01,3,4.27,41,2
1240,중국정치론,이희옥,차이나 핸드북(개정증보판),김영사,성균중국연구소,PSD3003-01,3,4.27,41,2
1241,중국정치론,이희옥,차이나모델,서해문집,대니얼 A 벨,PSD3003-01,3,4.27,41,2
1242,국어음운론,권인한,국어음성학,태학사,이호영,DKL2002-01,3,3.54,25,1
1243,국어정서법,정희창,한국어 정서법(개정판)(사회평론 교육 총서 14),사회평론아카데미,"이선웅, 이승희, 정희창",DKL2012-01,3,4.37,25,1
1244,형법의이해,김성돈,형법총론(5판)(양장본 HardCover),SKKUP,김성돈,PIL2003-01,3,3.64,40,1
1245,교육사회학,양정호,교육사회학총론(개정증보판)(새로운)(2판),동문사,이종각,EDU3016-01,3,1.19,37,2
1246,집합론,윤상운,A Book of Set Theory,Dover Publications,Pinter Charles,MAE2002-01,3,4.8,9,1
1247,미분방정식,정희선,Differential Equations with Boundary Value Problems (Paperback),Brooks Cole,Zill,MAE2010-01,3,4.8,9,1
1248,미분방정식,정희선,Differential Equations with Boundary-Value Problems (Paperback),Brooks/Cole,Zill,MAE2010-01,3,4.8,9,1
1249,미분기하학1,조윤형,Differential Geometry of Curves and Surfaces,Dover Publications,Do Carmo Manfredo P,MAE3002-01,3,4.86,9,2
1250,위상수학1,정희선,Schaum's Outline of General Topology,McGraw-Hill,Lipschutz Seymour,MAE3003-01,3,4.9,9,2
1251,추상대수학1,임수봉,First Course in Abstract Algebra (Paperback),Pearson Penguin Longman,John Fraleigh,MAE3004-01,3,4.86,9,2
1252,추상대수학1,임수봉,현대대수학(7판),성진미디어,John B Fraleigh,MAE3004-01,3,4.86,9,2
1253,데이터통신기술,이광수,Data Communications and Networking (Global Edition),McGraw-Hill,Forouzan,COM3002-01,3,3.13,38,2
1254,데이타베이스,김재현,데이터베이스 개론(IT Cookbook 한빛 교재 시리즈 150),한빛아카데미,김연희,COM3003-01,3,3.17,38,2
1255,데이타베이스,김재현,데이터베이스 개론과 실습(오라클로 배우는),한빛아카데미,"박우창, 남송휘, 이현룡",COM3003-01,3,3.17,38,2
1256,프로그래밍언어론,김재현,프로그래밍 언어론(IT Coolbook 한빛교재시리즈 87)(양장본 HardCover),한빛아카데미,"김종훈, 김종진",COM3008-01,3,3.7,38,2
1257,PR의이해,박현순,PR,커뮤니케이션북스,커뮤니케이션북,MCJ2011-01,3,4.38,44,1
1258,PR의이해,박현순,PR 입문,커뮤니케이션북스,"이명천, 김요한",MCJ2011-01,3,4.38,44,1
1259,PR의이해,박현순,PR학 원론,커뮤니케이션북스,"한정호, 김병희, 김장열, 김찬아, 박노일",MCJ2011-01,3,4.38,44,1
1260,PR의이해,박현순,프레임(나를 바꾸는 심리학의 지혜)(반양장),21세기북스,최인철,MCJ2011-01,3,4.38,44,1
1261,언론실무교육,신성호,언론 글쓰기 이렇게 한다,한울,이건호,MCJ2030-01,3,4.58,44,1
1262,국제법,성재호,국제법,박영사,김정균,PSD2020-01,3,4.27,41,1
1263,국제법,성재호,신국제법강의: 이론과 사례(9판)(양장본 HardCover),박영사,정인섭,PSD2020-01,3,4.27,41,1
1264,정치제도론,조원빈,"Patterns of Democracy (Updated, Expanded)",Yale University Press,Arend Lijphart,PSD3032-01,3,4.08,41,2
1265,정치학개론,김태효,국제관계와 세계정치,명인문화사,Andrew Heywood,PSD2021-I1,3,4.7,41,1
1266,정치학개론,김태효,세계화 시대의 정치학(개정판),오름,"홍익표, 진시원",PSD2021-I1,3,4.7,41,1
1267,유아교육론,성지현,유아교육개론,공동체,없음,KID2003-01,3,2.57,47,1
1268,유아교육론,성지현,유아교육개론(3판),양서원,"이기숙, 장영희, 정미라, 엄정애",KID2003-01,3,2.57,47,1
1269,아동문학,현은자,그림책의 이해 1(2판),사계절,"현은자, 김세희",KID2004-01,3,3.62,47,1
1270,아동문학,현은자,그림책의 이해 2,사계절,현은자,KID2004-01,3,3.62,47,1
1271,아동문학,현은자,쿠슐라와 그림책 이야기,보림출판사（주）,없음,KID2004-01,3,3.62,47,1
1272,아동관찰및행동연구,이미나,아동관찰 및 행동연구,학지사,"성미영, 전가일, 정현심, 김유미, 정하나",KID2007-01,3,4.0,47,1
1273,아동관찰및행동연구,이미나,아동관찰행동연구,양서원,"전남련, 백향기, 김인자, 송영선, 이미향",KID2007-01,3,4.0,47,1
1274,아동임상심리,김미성,아동 청소년 이상심리학(8판),시그마프레스,"Rita Wicks-Nelson, Allen C Israel",KID3025-01,3,0.0,47,2
1275,정신건강,설희정,재난정신건강: 이론과 실제,피앤씨미디어,J Halpern M Rramontin,KID3048-01,3,4.8,47,2
1276,이상심리,장혜인,Abnormal Psychology (GE),Pearson,"Thomas F Oltmanns, Robert E Emery",PSY3030-01,3,4.36,8,2
1277,이상심리,장혜인,현대 이상심리학(2판)(양장본 HardCover),학지사,권석만,PSY3030-01,3,4.36,8,2
1278,행정법총론,강현호,국가경영행정법(상)(양장본 HardCover),디비북스,강현호,PAD2012-01,3,3.08,39,1
1279,인지심리,도경수,인지 심리학(4판),Cengage Learning,E Bruce Goldstein,PSY2001-01,3,3.83,8,1
1280,인지심리,도경수,인지심리학,학지사,이정모,PSY2001-01,3,3.83,8,1
1281,인지심리,도경수,인지심리학(3판)(양장본 HardCover),학지사,"이정모, 강은주, 김민식, 감기택, 김정오",PSY2001-01,3,3.83,8,1
1282,현대사회심리,최훈석,Exploring Social Psychology,McGraw-Hill Higher Education,David G Myers,PSY2004-01,3,4.48,8,1
1283,현대사회심리,최훈석,Exploring Social Psychology 6/E (Paperback),McGraw Hill,Myers,PSY2004-01,3,4.48,8,1
1284,정서심리,용정순,정서심리학,Cengage Learning,"Kalat, Michelle N Shiota",PSY2007-01,3,4.0,8,1
1285,정서심리,용정순,정서심리학(2판),Cengage Learning,"Michelle N Shiota, James W Kalat",PSY2007-01,3,4.0,8,1
1286,인지과학,박형생,인지과학,성균관대학교출판부,없음,PSY3003-01,3,4.37,8,2
1287,인지과학,박형생,인지과학: 학문 간 융합의 원리와 응용(양장본 HardCover),성균관대학교출판부,이정모,PSY3003-01,3,4.37,8,2
1288,지각심리,민수정,감각 및 지각심리학(9판)(Paperback),박학사,E. Bruce Goldstein,PSY3008-01,3,4.42,8,2
1289,성격심리,김수안,성격심리학(12판),시그마프레스,"Daniel Cervone, Lawrence A Pervin",PSY3029-01,3,3.21,8,2
1290,소매경영의이해,정재은,"Retailing Management, 9/E",McGraw-Hill Education,Levy,CON3019-01,3,4.08,64,2
1291,일탈과범죄,박형민,일탈과 범죄의 사회학(사회학총서 9),다산출판사,"김준호, 박성훈, 박형민, 신동준, 이성식",SOC2006-01,3,4.44,45,1
1292,사회심리학,박태희,사회심리학의 이해(4판)(양장본 HardCover),학지사,한규석,GEDS012-01,3,0.0,58,0
1293,조직사회학,유홍준,조직사회학(양장본 HardCover),성균관대학교출판부,유홍준,SOC3016-01,3,3.64,45,2
1294,행정법의이해,김민호,행정법 엑기스(8판),필통북스,정선균,GLD2005-01,3,4.64,42,1
1295,행정법의이해,김민호,행정법(양장본 HardCover),박영사,김민호,GLD2005-01,3,4.64,42,1
1296,행정법의이해,김민호,행정법특강(15판)(양장본 HardCover),박영사,홍정선,GLD2005-01,3,4.64,42,1
1297,행정학의이해,김상태,한국행정학(6판)(양장본 HardCover),박영사,유민봉,GLD2007-01,3,3.72,42,1
1298,조직과인간관계의이해,박성민,조직과 인간관계(양장본 HardCover),박영사,"박성민, 김선아",GLD2013-01,3,0.0,42,1
1299,글로벌거버넌스와국제기구,이숙종,International Organizations,Lynne Rienner,Karns Margaret P/ Mingst Karen A,GLD3010-01,3,2.68,42,2
1300,글로벌거버넌스와국제기구,이숙종,국제기구의 이해(2판)(국제지역연구소 번역시리즈 13),명인문화사,"Margaret P Karns, Karen A Mingst",GLD3010-01,3,2.68,42,2
1301,글로벌거버넌스와국제기구,이숙종,국제기구의 이해(3판),명인문화사,"Margaret P Karns, Karen A Mingst, Kendall W Stiles",GLD3010-01,3,2.68,42,2
1302,글로벌거버넌스와국제기구,이숙종,국제기구의 이해(국제지역연구소 번역시리즈 2),명인문화사,"마가렛 P 칸스, 카렌 A 밍스트",GLD3010-01,3,2.68,42,2
1303,범죄와사회,이희경,형법 각론(양장본 HardCover),피데스,원혜욱,GLD3015-01,3,4.24,42,2
1304,가족관계와법률,류일현,친족상속법(3판)(양장본 HardCover),박영사,송덕수,GLD3016-01,3,3.71,42,2
1305,가족관계와법률,류일현,친족상속법(4판)(양장본 HardCover),박영사,송덕수,GLD3016-01,3,3.71,42,2
1306,행정과경제1:미시경제론,문상호,경제학원론:연습문제와 해답(5판),문우사,"이준구, 이창용",PAD2004-01,3,3.67,39,1
1307,행정과경제1:미시경제론,문상호,경제학원론(연습문제와 해답),법문사,이준구,PAD2004-01,3,3.67,39,1
1308,행정과경제1:미시경제론,문상호,미시경제학:수학노트와 연습문제 해답(7판),문우사,이준구,PAD2004-01,3,3.67,39,1
1309,지방행정론,정문기,지방자치론,법문사,없음,PAD2008-01,3,3.8,39,1
1310,지방행정론,정문기,지방자치론(수정판 2판)(양장본 HardCover),법문사,김병준,PAD2008-01,3,3.8,39,1
1311,지방행정론,정문기,지방자치론(수정판),법문사,김병준,PAD2008-01,3,3.8,39,1
1312,공공조직관리론,김근세,Understanding the Theory and Design of Organizations...,SouthWestern,"Daft, Richard L.",PAD2013-01,3,3.45,39,1
1313,공공조직관리론,김근세,조직이론과 설계(10판)(양장본 HardCover),한경사,RICHARD L DAFT,PAD2013-01,3,3.45,39,1
1314,공공조직관리론,김근세,조직행동론(16판),한티미디어,"스티븐 P. 로빈스, Timothy A. Judge",PAD2013-01,3,3.45,39,1
1315,규제정책론,박형준,규제정책론(전정판)(양장본 HardCover),대영문화사,배용수,PAD3022-01,3,3.76,39,2
1316,규제정책론,박형준,정부규제론,법문사,최병선,PAD3022-01,3,3.76,39,2
1317,사회복지학개론,홍경준,사회과학으로의 초대(개정판),성균관대학교출판부,성균관대학교 사회과학연구소,SWF2001-01,3,4.11,32,1
1318,사회복지학개론,홍경준,사회복지개론(개정판 4판)(사회복지학 총서 41),나남,"조흥식, 김상균, 최일섭, 최성재, 김혜란",SWF2001-01,3,4.11,32,1
1319,사회복지학개론,홍경준,아가: 희미한 옛사랑의 그림자(양장본 HardCover),민음사,이문열,SWF2001-01,3,4.11,32,1
1320,사회복지정책론,박승희,오래된 미래(양장본 HardCover),중앙북스,헬레나 노르베리 호지,SWF2003-01,3,3.79,32,1
1321,사회복지정책론,박승희,한국 사회보장론,성균관대학교출판부,박승희,SWF2003-01,3,3.79,32,1
1322,사회복지정책론,박승희,한국사회복지정책론 (아름다운 세상 가꾸기),성균관대학교출판부,박승희,SWF2003-01,3,3.79,32,1
1323,사회복지정책론,박승희,한국사회복지정책론(개정판),성균관대학교출판부,박승희,SWF2003-01,3,3.79,32,1
1324,사회복지실천론,엄명용,사회복지실천의 이해(3판)(양장본 HardCover),학지사,"엄명용, 김성천, 오혜경, 윤혜미",SWF2004-01,3,3.75,32,1
1325,사회복지실천론,엄명용,사회복지실천의 이해(4판)(양장본 HardCover),학지사,"엄명용, 김성천, 오혜경, 윤혜미",SWF2004-01,3,3.75,32,1
1326,사회복지실천론,엄명용,클라이언트 사례집(사회복지사가 쓴),학지사,조성우,SWF2004-01,3,3.75,32,1
1327,아동복지론,김기현,아동복지론(3판)(양장본 HardCover),공동체,노병일,SWF2009-01,3,4.71,32,1
1328,사회복지윤리와철학,이혁구,사회복지 윤리와 철학(2판)(양장본 HardCover),공동체,"우국희, 임세희, 성정현, 최승희, 장연진",SWF2016-01,3,3.86,32,1
1329,행동행정학,데이비드올리버카즈단,Nudge * 2017 노벨 경제학상 *,Penguin Books,"Thaler Richard H, Sunstein Cass R",PAD3033-01,3,4.13,39,2
1330,행동행정학,데이비드올리버카즈단,넛지 : 똑똑한 선택을 이끄는 힘(양장본 HardCover),리더스북,"리처드 탈러, 캐스 선스타인",PAD3033-01,3,4.13,39,2
1331,식품미생물학,우한민,Brock Biology of Microorganisms,Pearson Education Asia,Madigan Michael,FBT2011-41,3,2.88,48,1
1332,유전학,황혜진,핵심유전학(9판),바이오사이언스출판,"William S Klug, Michael R Cummings, Charlotte A Spencer, Michael A Palladino",IBT2003-41,3,4.0,49,1
1333,컴퓨터개론,김문현,Computer Science Illuminated,Jones & Bartlett Publishers,Dale Nell,SWE2020-01,2,4.3,18,1
1334,디지털통신,김동인,Fundamentals of Communication Systems,PEARSON,John G Proakis,EEE3012-41,3,3.33,15,2
1335,제어공학기초,박기헌,Automatic Control Systems (BK+CD),Wiley,Kuo/ Golnaraghi,EEE3024-41,3,3.5,15,2
1336,제어공학기초,박기헌,Kuo의 자동제어(8판),Wiley,"Kuo, Farid Golnaraghi",EEE3024-41,3,3.5,15,2
1337,데이터통신,이태진,데이터통신과 네트워킹(5판),McGraw-Hill,Forouzan,ICE3025-41,3,4.09,17,2
1338,생체역학,엄길호,생체역학 사례기반 접근,한미의학,"Sean P Flanagan, 김용운, 서정석, 엄길호, 이기광",EBM3007-41,3,2.0,65,2
1339,스포츠통계학,엄한주,통계학: 이해와 응용(2판)(양장본 HardCover),시그마프레스,"유극렬, 박주헌",SPT3044-41,3,2.0,53,2
