book_id,lec,prof,bk,publisher,author,serial,credit,rating,major,difficulty
0,교실밖창업과실무기초,김경환,과학기술창업론(대학생을 위한),성균관대학교출판부,김경환,GELT064-I1,2,4.29,0,0
1,교육방법및교육공학,서향희,교육방법 및 교육공학(2판),양서원,"유승우, 임형택, 권충훈, 이성주, 이순덕",CFTD005-01,2,3.06,1,0
2,교육방법및교육공학,서향희,교육방법 및 교육공학(3판)(양장본 HardCover),양서원,"유승우, 임형택, 권충훈, 이성주, 이순덕",CFTD005-01,2,3.06,1,0
3,교육방법및교육공학,강성원,교수-학습과 교육공학(3판)(양장본 HardCover),학지사,"박숙희, 염명숙",CFTD005-01,2,3.06,1,0
4,교육심리,김명숙,교육심리학(3판)(양장본 HardCover),학지사,"신명희, 강소연, 김은경, 김정민, 노원경",CFTD003-01,2,4.38,1,0
5,교육심리,김명숙,교육심리학(4판)(양장본 HardCover),학지사,"신명희, 강소연, 김은경, 김정민, 노원경",CFTD003-01,2,4.38,1,0
6,교육학개론,김은우,교육학개론,학지사,"이지헌, 송현종, 이두휴, 손승남, 이정화",CFTD094-01,2,4.37,1,0
7,교육학개론,조병희,교육의 사회학적 이해(3판)(3판)(양장본 HardCover),학지사,김천기,CFTD094-01,2,4.37,1,0
8,교육학개론,조병희,교육학개론(최신)(2판)(양장본 HardCover),학지사,"성태제, 강대중, 강이철, 곽덕주, 김계현",CFTD094-01,2,4.37,1,0
9,교육행정및교육경영,한신일,교육행정학 원론(6판)(양장본 HardCover),학지사,"윤정일, 송기창, 조동섭, 김병주",CFTD006-01,2,4.21,1,0
10,교육행정및교육경영,한신일,교육행정학원론(5판),학지사,윤정일,CFTD006-01,2,4.21,1,0
11,교육행정및교육경영,곽은주,교육행정 및 학교경영의 이해(개정판 3판)(양장본 HardCover),교육과학사,"진동섭, 이윤식, 김재웅",CFTD006-01,2,4.21,1,0
12,속기학,김신영,속기의 길잡이 (기본편/약법편) 속기공부(전3권),홍신문화사,남상천,GELT008-01,1,3.35,0,0
13,속기학,김신영,쉽고 재미있는 속기의 길잡이 (기본편),홍신문화사,남상천,GELT008-01,1,3.35,0,0
14,수학교과논리논술,서희주,수리논술의 이론과 실제(2판),경문사,"강옥기, 이장주, 이환철, 손정화",CFTD081-01,2,4.0,1,0
15,언어지문분석,박정하,법학적성시험 문제 해설: 언어이해 영역(2014~2018),에피스테메,법학전문대학원협의회 법학적성�,GELT048-01,1,4.64,0,0
16,언어지문분석,박정하,법학적성시험 안내서 LEET,에피스테메,법학전문대학원협의회 법학적성�,GELT048-01,1,4.64,0,0
17,정보통신윤리,정진욱,인터넷 윤리(2판),이한미디어,인터넷윤리실천협의회,GELT009-I1,1,2.81,0,0
18,정보통신윤리,정진욱,인터넷 윤리(4차 산업혁명 시대의)(3판),이한미디어,인터넷윤리실천협의회,GELT009-I1,1,2.81,0,0
19,컴퓨터자료처리,이상원,워드프로세서 실기(2019)(시나공)(CD1장포함),길벗,길벗알앤디,GELT007-I1,1,4.65,0,0
20,특수교육학개론,권승희,특수교육학개론(양장본 HardCover),학지사,"김동일, 손승현, 전병운, 한경근",CFTD093-01,2,4.77,1,0
21,특수교육학개론,권승희,특수아동교육(3판)(양장본 HardCover),학지사,"이소현, 박은혜",CFTD093-01,2,4.77,1,0
22,특수교육학개론,정광조,특수아동의 이해(3판)(양장본 HardCover),일문사,"조홍중, 조주희, 박선희, 김경렬, 강정화",CFTD093-01,2,4.77,1,0
23,학교폭력예방및학생의이해,김은우,학교폭력 예방 및 학생의 이해,박영스토리,김희대,CFTD119-01,2,3.25,1,0
24,학교폭력예방및학생의이해,서정원,학교 폭력 예방의 이론과 실제(개정판)(양장본 HardCover),양성원,"김규태, 방경곤, 이병환, 윤혜영, 우원재",CFTD119-01,2,3.25,1,0
25,학교폭력예방및학생의이해,서정원,학교폭력 예방의 이론과 실제,학지사,청소년폭력예방재단 학교폭력문제연구소,CFTD119-01,2,3.25,1,0
26,학교폭력예방및학생의이해,서정원,학교폭력의 예방과 대책(사례와 판례로 이해하는),학지사,"천세영, 정일화, 남미정, 김미정, 조성만",CFTD119-01,2,3.25,1,0
27,관리회계,백태영,관리회계(2판)(양장본 HardCover),신영사,백태영,BIZ2021-01,3,3.49,2,1
28,관리회계,백태영,관리회계(3판)(양장본 HardCover),신영사,백태영,BIZ2021-01,3,3.49,2,1
29,관리회계,백태영,관리회계(양장본 HardCover),신영사,백태영,BIZ2021-01,3,3.49,2,1
30,관리회계,백태영,원가관리회계(5판),신영사,백태영,BIZ2021-01,3,3.49,2,1
31,관리회계,백태영,원가관리회계(K-IFRS 반영)(증보판 5판)(양장본 HardCover),신영사,백태영,BIZ2021-01,3,3.49,2,1
32,회계원리,이종은,Financial Accounting,Wiley,"Jerry J Weygandt, Paul D Kimmel, Donald E Kieso",BIZ2022-01,3,4.6,2,1
33,회계원리,이종은,"Financial Accounting, 3/e",Wiley,"Kimmel, Paul D., Ph.D./ Weygandt, Jerry J., Ph.D./",BIZ2022-01,3,4.6,2,1
34,회계원리,이종은,"Financial Accounting, 3/E.",Harcourt-Brace,"Porter, Gary A.",BIZ2022-01,3,4.6,2,1
35,회계원리,이종은,"Financial Accounting, IFRS Edition",Wiley,Weygandt,BIZ2022-01,3,4.6,2,1
36,회계원리,이종은,IFRS 회계원리 해답(5판),신영사,"이효익, 최관, 백원선",BIZ2022-01,3,4.6,2,1
37,회계원리,이종은,IFRS 회계원리(5판)(양장본 HardCover),신영사,"이효익, 최관, 백원선",BIZ2022-01,3,4.6,2,1
38,회계원리,이종은,IFRS 회계원리(7판)(양장본 HardCover),신영사,"이효익, 최관, 백원선",BIZ2022-01,3,4.6,2,1
39,회계원리,이종은,IFRS 회계원리(8판)(양장본 HardCover),신영사,"이효익, 최익, 백원선, 최영수",BIZ2022-01,3,4.6,2,1
40,회계원리,이효익,IFRS 밀레니엄 회계원리(9판),탐진,"신현걸, 노준화",BIZ2022-01,3,4.6,2,1
41,회계원리,이효익,IFRS 회계원리 해답(7판),신영사,"이효익, 최관, 백원선",BIZ2022-01,3,4.6,2,1
42,회계원리,이효익,IFRS 회계원리 해답(8판),신영사,"이효익, 최관, 백원선, 최영수",BIZ2022-01,3,4.6,2,1
43,회계원리,이효익,IFRS 회계원리 해답(9판),신영사,"이효익, 최관, 백원선, 최영수",BIZ2022-01,3,4.6,2,1
44,회계원리,이효익,IFRS 회계원리(6판)(양장본 HardCover),신영사,"이효익, 최관, 백원선",BIZ2022-01,3,4.6,2,1
45,회계원리,이효익,IFRS 회계원리(9판)(양장본 HardCover),신영사,"이효익, 최관, 백원선, 최영수",BIZ2022-01,3,4.6,2,1
46,회계원리,이효익,회계원리 Study Guide(IFRS 회계원리에 따른),신영사,"김한수, 박연희",BIZ2022-01,3,4.6,2,1
47,회계원리,홍시운,IFRS 회계원리 해답(6판),신영사,"이효익, 최관, 백원선",BIZ2022-01,3,4.6,2,1
48,회계원리,홍시운,IFRS 회계원리(2판),샘앤북스,"김기동, 임태종",BIZ2022-01,3,4.6,2,1
49,회계원리,최영수,Financial Accounting 3e,Wiley,Kimmel,BIZ2022-01,3,4.6,2,1
50,회계원리,최영수,IFRS 회계원리(수정판 9판)(양장본 HardCover),신영사,"이효익, 최관, 백원선, 최영수",BIZ2022-01,3,4.6,2,1
51,경영학원론,박명섭,CPA 객관식 경영학(8판)(전2권),밀더북,전수환,BUS2001-01,3,4.8,3,1
52,경영학원론,김종욱,경영학원론,신영사,"김태웅, 이우헌",BUS2001-01,3,4.8,3,1
53,경영학원론,김종욱,경영학원론(2판)(양장본 HardCover),신영사,"김태웅, 이우헌",BUS2001-01,3,4.8,3,1
54,마케팅관리,이석규,AI 2045 인공지능 미래보고서,반니,일본경제신문사,BUS2003-01,3,3.64,3,1
55,마케팅관리,이석규,도전자의 전략,김앤김북스,애덤 모건,BUS2003-01,3,3.64,3,1
56,마케팅관리,이석규,디지털과 인간,세종연구원,스티븐 판 벨레험,BUS2003-01,3,3.64,3,1
57,마케팅관리,이석규,마케팅 관리(세계 일류들의)(양장본 HardCover),율곡출판사,"김정구, 오준환, 이우헌",BUS2003-01,3,3.64,3,1
58,마케팅관리,이석규,마케팅(4판)(양장본 HardCover),집현재,"이학식, 임지훈",BUS2003-01,3,3.64,3,1
59,마케팅관리,이석규,마케팅관리,박영사,이석규,BUS2003-01,3,3.64,3,1
60,마케팅관리,이석규,마케팅관리(핵심)(5판),PEARSON,"필립 코틀러, 케빈 레인 켈러",BUS2003-01,3,3.64,3,1
61,마케팅관리,이석규,마케팅의 이해(양장본 HardCover),한경사,"이승창, 류성민, 정강옥, 조성도",BUS2003-01,3,3.64,3,1
62,마케팅관리,이석규,프레임(양장본 HardCover),21세기북스,최인철,BUS2003-01,3,3.64,3,1
63,마케팅관리,이석규,플랫폼 제국의 미래,비즈니스북스,스콧 갤러웨이,BUS2003-01,3,3.64,3,1
64,마케팅관리,이석규,플랫폼의 생각법,한스미디어,이승훈,BUS2003-01,3,3.64,3,1
65,마케팅관리,이석규,현대마케팅론(전면개정판 8판)(양장본 HardCover),박영사,"유필화, 김용준, 한상만",BUS2003-01,3,3.64,3,1
66,마케팅관리,김지영,Kotler의 마케팅 원리(16판),시그마프레스,"Philip Kotler, Gary Armstrong",BUS2003-01,3,3.64,3,1
67,마케팅관리,김지영,Principles of Marketing,Pearson,"Philip Kotler, Gary Armstrong",BUS2003-01,3,3.64,3,1
68,마케팅관리,김지영,Principles of Marketing 15/E: Global Edition,PEARSON,필립 코틀러,BUS2003-01,3,3.64,3,1
69,마케팅관리,류주연,Marketing Management,Pearson Educacion,Kotler keller,BUS2003-01,3,3.64,3,1
70,마케팅관리,한상만,전략적 브랜드관리: 이론과 응용(4판)(4판)(양장본 HardCover),학현사,"안광호, 한상만, 전성률",BUS2003-01,3,3.64,3,1
71,마케팅관리,한상만,현대마케팅론(9판)(양장본 HardCover),박영사,"유필화, 김용준, 한상만",BUS2003-01,3,3.64,3,1
72,마케팅관리,김정구,날개를 준비하라(스티브 잡스처럼 이건희처럼)(세계일류들의 미래창조 비결 1...,천년의보물,김정구,BUS2003-01,3,3.64,3,1
73,소비자행동,전선규,소비자행동(5판)(양장본 HardCover),법문사,"이학식, 안광호, 하영원",BUS2005-01,3,3.92,3,1
74,소비자행동,전선규,소비자행동(6판)(양장본 HardCover),집현재,"이학식, 안광호, 하영원",BUS2005-01,3,3.92,3,1
75,소비자행동,김정구,Strategic Brand Management,Pearson FT Prentice Hall Highe,Kevin Keller,BUS2005-01,3,3.92,3,1
76,소비자행동,김정구,날개를 준비하라,천년의보물,김정구,BUS2005-01,3,3.92,3,1
77,소비자행동,이선녕,Marketing Channels 7/E:a Management View,Thomson,Rosenbloom,BUS2005-01,3,3.92,3,1
78,소비자행동,이선녕,소비자행동(2판),Cengage Learning,"Frank R Kardes, Maria L Cronley, Thomas W Cline",BUS2005-01,3,3.92,3,1
79,소비자행동,이선녕,소비자행동(7판),CENGAGE LEARNING,"이명식, 김찬목, 이선수, 김문용, 유병희",BUS2005-01,3,3.92,3,1
80,재무관리,안희준,"Fundamentals of Corporate Finance, Aisan Global 2 Edition",McGraw Hill,"Ross, Randolph W Westerfield, Bradford D Jordan, Joseph Lim, Ruth Tan",BUS2006-01,3,4.48,3,1
81,재무관리,안희준,"Fundamentals of Corporate Finance, Aisan Global Edition",McGraw-Hill,"Ross, Joseph Lim, Ruth Tan",BUS2006-01,3,4.48,3,1
82,재무관리,안희준,Fundamentals of Corprate Finance,McGraw-Hill,Ross,BUS2006-01,3,4.48,3,1
83,재무관리,안희준,Ross의 재무관리(10판),지필미디어,"Stephen A Ross, Randolph W Westerfield, Bradford D Jordan",BUS2006-01,3,4.48,3,1
84,재무관리,한중호,Corporate Finance (Asia Global Edition),McGraw-Hill,"Ross, Randolph W Westerfield, Jeffrey Jaffe, Joseph Lim, Ruth Tan",BUS2006-01,3,4.48,3,1
85,재무관리,한중호,기업의 재무관리(Ross의)(11판),McGraw Hill Education,"Stephen A. Ross, Randolph W Westerfield, Jeffrey Jaffe, Bradford D Jordan",BUS2006-01,3,4.48,3,1
86,재무관리,한중호,재무관리(Ross의)(12판),지필미디어,Ross,BUS2006-01,3,4.48,3,1
87,재무관리,한중호,재무관리의 이해(양장본 HardCover),신영사,송교직,BUS2006-01,3,4.48,3,1
88,재무관리,김현석,재무관리의 이해(2판)(양장본 HardCover),신영사,송교직,BUS2006-01,3,4.48,3,1
89,재무관리,최종범,Corporate Finance 3/E: The Core (Global Edition),Pearson,Berk,BUS2006-01,3,4.48,3,1
90,재무관리,최종범,Corporate Finance: The Core,Pearson,Jonathan Berk,BUS2006-01,3,4.48,3,1
91,재무관리,최종범,Principles of Corporate Finance,McGRAW HILL,"Richard A Brealey, Stewart C Myers, Franklin Allen",BUS2006-01,3,4.48,3,1
92,재무관리,최종범,기본 재무관리(2판),Pearson,"Jonathan Berk, Peter DeMarzo, Jarrad Harford",BUS2006-01,3,4.48,3,1
93,재무관리,송교직,현대재무관리(양장본 HardCover),신영사,장영광,BUS2006-01,3,4.48,3,1
94,재무관리,서정원,Essentials of Financial Management,Cengage Learning,Eugene F Brigham,BUS2006-01,3,4.48,3,1
95,재무관리,송인욱,국제재무(2판),탑북스,박영규,BUS2006-01,3,4.48,3,1
96,투자론,서정원,Fundamentals of Investments,McGraw-Hill,Jordan,BUS2007-01,3,3.39,3,1
97,투자론,김다혜,Essentials of Investments,McGraw-Hill Education,"Zvi Bodie, Alex Kane, Alan J Marcus",BUS2007-01,3,3.39,3,1
98,투자론,김다혜,기본투자론(Bodie의)(10판),McGraw Hill,"Zvi Bodie, Alex kane, Alan J Marcus",BUS2007-01,3,3.39,3,1
99,투자론,김다혜,투자론(10판),McGraw Hill,"Bodie, Alex Kane, Alan J Marcus",BUS2007-01,3,3.39,3,1
100,투자론,최종범,Investment (Asia Global Edition),McGraw-Hill,Bodie,BUS2007-01,3,3.39,3,1
101,투자론,최종범,Investments,McGraw Hill Education,Bodie,BUS2007-01,3,3.39,3,1
102,투자론,최종범,Investments 7/E (IE),McGraw-Hill,Bodie,BUS2007-01,3,3.39,3,1
103,투자론,김현석,현대투자론(6판)(양장본 HardCover),신영사,"장영광, 이영주",BUS2007-01,3,3.39,3,1
104,금융기관경영의이해,한중호,Financial Institutions Management,McGraw-Hill,Saunders,BUS2009-01,3,4.4,3,1
105,금융기관경영의이해,한중호,Financial Institutions Management: A Risk Management Approac,McGraw-Hill,편집부,BUS2009-01,3,4.4,3,1
106,금융기관경영의이해,한중호,"Financial Institutions Management: A Risk Management Approach,",McGraw Hill Education,"Anthony Saunders, Marcia Millon Cornett",BUS2009-01,3,4.4,3,1
107,금융기관경영의이해,한중호,Financial Markets and Institutions,McGraw Hill,Anthony Saunders,BUS2009-01,3,4.4,3,1
108,인사관리,김안드레아,Human Resource Management (Paperback),Cengage Learning,Werner,BUS2010-01,3,3.57,3,1
109,마케팅조사방법,이민환,마케팅조사(4판)(CD1장포함)(양장본 HardCover),집현재,이학식,BUS2011-01,3,3.75,3,1
110,경영통계,조남형,엑셀과 R Commander를 활용한 통계(양장본 HardCover),신영사,김태웅,BUS2013-03,3,4.33,3,1
111,경영통계,조남형,통계학개론(4판)(양장본 HardCover),신영사,김태웅,BUS2013-03,3,4.33,3,1
112,경영통계,김성주,통계학 탐구,박영사,김성주,BUS2013-03,3,4.33,3,1
113,생산운영관리,이문기,생산 공급망관리의 이해(2판)(양장본 HardCover),신영사,김태웅,BUS2014-01,3,2.91,3,1
114,생산운영관리,이문기,생산 공급망관리의 이해(양장본 HardCover),신영사,김태웅,BUS2014-01,3,2.91,3,1
115,생산운영관리,조남형,생산 운영관리의 이해(4판)(양장본 HardCover),신영사,김태웅,BUS2014-01,3,2.91,3,1
116,생산운영관리,조남형,생산운영관리(11판),석정,"Lee J Krajewski, Manoj K Malhotra, Larry P Ritzman",BUS2014-01,3,2.91,3,1
117,경영정보시스템,장시영,Management Information System,Pearson,Kenneth C Laudon,BUS2015-01,3,3.77,3,1
118,경영정보시스템,장시영,Management Information Systems,Pearson Learning,"Laudon, Kenneth C./ Laudon, Jane P.",BUS2015-01,3,3.77,3,1
119,경영정보시스템,장시영,Management Information Systems : Managing the Digital Firm (Paperback),Pearson Education Asia,Laudon Kenneth,BUS2015-01,3,3.77,3,1
120,경영정보시스템,장시영,"Management information systems, Global Edition",Pearson,Jane P Laudon Kenneth C Laudon,BUS2015-01,3,3.77,3,1
121,경영정보시스템,장시영,"Management Information Systems, Student Value Edition &amp; New Mymislab...",Prentice Hall,"Kenneth C. Laudon, Jane Laudon",BUS2015-01,3,3.77,3,1
122,경영정보시스템,장시영,Management Information Systems: Managing the Digital Firm(Global Edition),"Pearson Education, Limited",Kenneth C Laudon,BUS2015-01,3,3.77,3,1
123,경영정보시스템,장시영,경영의사결정(Excel 2013을 활용한)(3판),신영사,김종욱,BUS2015-01,3,3.77,3,1
124,경영정보시스템,장시영,경영정보시스템(14판),시그마프레스,"Kenneth C Laudon, Jane P Laudon",BUS2015-01,3,3.77,3,1
125,경영정보시스템,장시영,경영정보시스템(미래 비즈니스를 위한)(2판),시그마프레스,"R Kelly Rainer, Brad Prince, Hugh Watson",BUS2015-01,3,3.77,3,1
126,경영정보시스템,장시영,경영정보시스템의 이해(10판),한티미디어,"Kenneth C Laudon, Jane PLaudon",BUS2015-01,3,3.77,3,1
127,경영정보시스템,문병석,경영정보시스템(2판)(양장본 HardCover),비앤엠북스,"천면중, 이민화, 허명숙",BUS2015-01,3,3.77,3,1
128,경영정보시스템,한민희,경영정보시스템(미래 비즈니스를 위한)(3판),시그마프레스,"Kelly Rainer, Brad Prince, Hugh Watson",BUS2015-01,3,3.77,3,1
129,경영정보시스템,한민희,경영정보시스템의 이해(12판),한티미디어,"Kenneth C Laudon, Jane P Laudon",BUS2015-01,3,3.77,3,1
130,경영정보시스템,한민희,미래 비즈니스를 위한 경영정보시스템,시그마프레스,없음,BUS2015-01,3,3.77,3,1
131,국제경영,이윤,글로벌경영(8판),박영사,장세진,BUS2018-01,3,5.0,3,1
132,국제경영,이윤,글로벌경영(개정판 9판),박영사,장세진,BUS2018-01,3,5.0,3,1
133,세법개론,정문기,객관식 세법(2018),현지,"이승원, 이승철",BUS2027-01,3,4.37,3,1
134,세법개론,정문기,객관식 세법(2020)(객관식),현지,"이승원, 이승철",BUS2027-01,3,4.37,3,1
135,세법개론,정문기,세법개론 세트(2019)(25판)(전2권),상경사,"임상엽, 정정운",BUS2027-01,3,4.37,3,1
136,세법개론,정문기,세법개론(2017)(23판),상경사,"임상엽, 정정운",BUS2027-01,3,4.37,3,1
137,세법개론,정문기,세법개론(2018)(24판),상경사,"임상엽, 정정운",BUS2027-01,3,4.37,3,1
138,조직행동,신지선,"Organization Behavior And Change, 12/e : Managing Human Resources For...",Stipes,Head Thomas C/ Sorensa Peter F/ Baum Bernard,BUS2028-01,3,4.38,3,1
139,조직행동,신지선,Organizational Behavior : Managing People and Organizations (Paperback),South Western,Griffin,BUS2028-01,3,4.38,3,1
140,조직행동,신지선,"Outlines &amp; Highlights for Organizational Behavior by Ricky Griffin, ISBN...",Academic Internet Publishers,없음,BUS2028-01,3,4.38,3,1
141,조직행동,문지영,CTE Organizational Behavior,CENGAGE LEARNING,Ricky W GRIFFIN,BUS2028-01,3,4.38,3,1
142,조직행동,문지영,Organizational Behavior,Pearson,"Stepher R Robbins, Timothy A Judge",BUS2028-01,3,4.38,3,1
143,조직행동,차동옥,Organizational Behavior : Managing People and Organizations,South Western,없음,BUS2028-01,3,4.38,3,1
144,조직행동,차동옥,Principles of Organizational Behavior,Cengage Learning,James Quick,BUS2028-01,3,4.38,3,1
145,중급회계1,정문기,IFRS 중급회계. 1(5판),샘앤북스,"김기동, 김태동",BUS2029-01,3,3.77,3,1
146,중급회계1,정문기,IFRS 중급회계(7판),탐진,"신현걸, 최창규, 김현식",BUS2029-01,3,3.77,3,1
147,중급회계1,정문기,IFRS 중급회계(상)(4판),원,김재호,BUS2029-01,3,3.77,3,1
148,중급회계1,정문기,K-IFRS 중급재무회계(11판),신영사,"송인만, 윤순석, 최관",BUS2029-01,3,3.77,3,1
149,중급회계1,정문기,중급 재무회계 해답(K-IFRS)(8판),신영사,"송인만, 윤순석, 최관",BUS2029-01,3,3.77,3,1
150,중급회계1,정문기,중급 재무회계(K-IFRS)(8판),신영사,"송인만, 윤순석, 최관",BUS2029-01,3,3.77,3,1
151,중급회계1,정문기,중급재무회계 연습(K-IFRS)(5판),신영사,"송인만, 윤순석, 김한수, 지현미",BUS2029-01,3,3.77,3,1
152,중급회계1,정문기,중급재무회계 해답(K-IFRS)(10판),신영사,"송인만, 윤순석, 최관",BUS2029-01,3,3.77,3,1
153,중급회계1,정문기,중급재무회계 해답(K-IFRS)(9판),신영사,"송인만, 윤순석, 최관",BUS2029-01,3,3.77,3,1
154,중급회계1,정문기,중급재무회계 해답(K-IFRS)(수정판 8판),신영사,"송인만, 윤순석, 최관",BUS2029-01,3,3.77,3,1
155,중급회계1,정문기,중급재무회계(K-IFRS)(10판),신영사,"송인만, 윤순석, 최관",BUS2029-01,3,3.77,3,1
156,중급회계1,정문기,중급재무회계(K-IFRS)(9판),신영사,"송인만, 윤순석, 최관",BUS2029-01,3,3.77,3,1
157,중급회계1,정문기,중급재무회계(K-IFRS)(수정판 8판),신영사,"송인만, 윤순석, 최관",BUS2029-01,3,3.77,3,1
158,중급회계1,최관,IFRS 중급 회계(6판),탐진,"신현걸, 최창규, 김현식",BUS2029-01,3,3.77,3,1
159,중급회계1,최관,K-IFRS 중급 재무회계(7판),신영사,"송인만, 윤순석, 최 관",BUS2029-01,3,3.77,3,1
160,경제학원론1,조준모,Principles of Economics,Cengage Learning,그레고리 맨큐,ECO2001-01,3,3.62,4,1
161,경제학원론1,조준모,맨큐의 경제학 연습문제풀이(7판),한티미디어,NGregory Mankiw,ECO2001-01,3,3.62,4,1
162,경제학원론1,조준모,맨큐의 경제학 연습문제풀이(8판),센게이지러닝코리아,그레고리 맨큐,ECO2001-01,3,3.62,4,1
163,경제학원론1,조준모,맨큐의 경제학(7판),Cengage Learning,그레고리 맨큐,ECO2001-01,3,3.62,4,1
164,경제학원론1,조준모,맨큐의 경제학(8판),한티에듀,그레고리 맨큐,ECO2001-01,3,3.62,4,1
165,경제학원론1,김일중,경제학원론,시그마프레스,"대런 애쓰모글루, David Laibson, 존 리스트",ECO2001-01,3,3.62,4,1
166,경제학원론1,김일중,경제학원론(5판)(양장본 HardCover),문우사,"이준구, 이창용",ECO2001-01,3,3.62,4,1
167,경제학원론1,김일중,맨큐의 경제학(5판),Cengage Learning,Mankiw,ECO2001-01,3,3.62,4,1
168,경제학원론1,김일중,맨큐의 경제학(6판),Cengage Learning,N Gregory Mankiw,ECO2001-01,3,3.62,4,1
169,경제학원론1,김일중,미시경제학(3판),시그마프레스,"David Besanko, RONALD R BRAEUTIGAM",ECO2001-01,3,3.62,4,1
170,경제학원론1,송욱헌,맨큐의 경제학 연습문제 풀이집(6판),Cengage Learning,N Gregory Mankiw,ECO2001-01,3,3.62,4,1
171,경제학원론1,송욱헌,맨큐의 핵심경제학(5판),Cengage Learning,그레고리 맨큐,ECO2001-01,3,3.62,4,1
172,경제학원론1,지민웅,경제학원론(4판)(양장본 HardCover),법문사,"이준구, 이창용",ECO2001-01,3,3.62,4,1
173,경제학원론1,신혜원,미시경제학(6판)(양장본 HardCover),문우사,이준구,ECO2001-01,3,3.62,4,1
174,경제학원론1,이지윤,Microeconomics 2/E,Wiley,Besanko,ECO2001-01,3,3.62,4,1
175,통계학원론,이준석,통계학원론(양장본 HardCover),박영사,김동욱,STA2011-01,3,4.38,5,1
176,마케팅전략,한상만,경쟁우위 마케팅전략(4판)(양장본 HardCover),박영사,"한상만, 하영원, 장대련",BUS2004-01,3,3.33,3,1
177,마케팅전략,한상만,마케팅전략(경쟁우위)(3판)(양장본 HardCover),박영사,"한상만, 하영원, 장대련",BUS2004-01,3,3.33,3,1
178,국제재무관리,박영규,국제재무(3판)(양장본 HardCover),탑북스,박영규,BUS2008-01,3,3.21,3,1
179,국제물류,박명섭,국제물류론 연습,아카데미프레스,박명섭,BUS3001-01,3,4.58,3,2
180,국제물류,박명섭,국제물류의 이해(4판)(양장본 HardCover),법문사,박명섭,BUS3001-01,3,4.58,3,2
181,경영전략,최희원,전략경영(글로벌 시대의 경쟁력 강화를 위한)(12판),Cengage Learning,"Michael A Hitt, R Duane Ireland, Robert E Hoskisson",BUS3008-04,3,5.0,3,2
182,경영전략,김주희,TOP을 위한 전략경영 5.0,피앤씨미디어,"김언수, 김봉선",BUS3008-04,3,5.0,3,2
183,조직설계,현선해,21세기 미국의 패권과 지정학,김앤김북스,피터 자이한,BUS3009-01,3,2.89,3,2
184,조직설계,현선해,Organization Theory and Design,Cengage Learning,Richard L Daft,BUS3009-01,3,2.89,3,2
185,조직설계,현선해,Organizational Theory Design and Change (Paperback),Pearson Educacion,Jones,BUS3009-01,3,2.89,3,2
186,조직설계,현선해,강자의 조건,MID,이주희,BUS3009-01,3,2.89,3,2
187,조직설계,현선해,대항해 시대(양장본 HardCover),서울대학교출판부,주경철,BUS3009-01,3,2.89,3,2
188,조직설계,현선해,조직설계의 기초(3판)(양장본 HardCover),무역경영사,"현선해, 최세경, 서문교",BUS3009-01,3,2.89,3,2
189,조직설계,현선해,조직설계의 기초(개정판)(양장본 HardCover),무역경영사,"현선해, 최세경, 서문교",BUS3009-01,3,2.89,3,2
190,조직설계,최세경,조직이론과 설계(12판),Cengage Learning,Richard L Daft,BUS3009-01,3,2.89,3,2
191,인터넷과경영,나형종,e-비즈니스와 e-커머스(2판)(양장본 HardCover),법문사,"차훈상, 유소은, 홍일유, 김태하",BUS3011-01,3,3.62,3,2
192,인터넷과경영,나형종,디지털 시대의 경영,Gbrain(지브레인),"이원준, 강윤정",BUS3011-01,3,3.62,3,2
193,글로벌리스크관리보험,정홍주,Introduction to Risk Management and Insurance,PEARSON,Mark s Dorfman,BUS3027-02,3,2.32,3,2
194,글로벌리스크관리보험,정홍주,Introduction to Risk Management and Insurance  (International Edition),Pearson,Dorfman,BUS3027-02,3,2.32,3,2
195,글로벌리스크관리보험,정홍주,리스크와 보험(3판)(양장본 HardCover),문영사,보험경영연구회,BUS3027-02,3,2.32,3,2
196,글로벌리스크관리보험,정홍주,리스크와 보험(개정판)(양장본 HardCover),문영사,보험경영연구회,BUS3027-02,3,2.32,3,2
197,글로벌리스크관리보험,정홍주,보험마케팅(소비자 중심의),문영사,정홍주,BUS3027-02,3,2.32,3,2
198,계량경제이론1,한희준,계량경제학. 1(7판),박영사,"Jeffrey M Wooldridge, 한치록",ECO7002-01,3,4.73,4,2
199,상법2,최준선,상법 사례형 기출(2018)(로이어스),헤르메스,이정엽,BIZ2024-01,3,4.38,2,1
200,상법2,최준선,상법(Ⅱ),삼영사,최준선,BIZ2024-01,3,4.38,2,1
201,상법2,최준선,어음 수표법,삼영사,없음,BIZ2024-01,3,4.38,2,1
202,상법2,최준선,회계사 상법(16판),나무와사람,"오수철, 심유식",BIZ2024-01,3,4.38,2,1
203,파생상품론,김다혜,Finance and the Good Society,Princeton University Press,Shiller Robert J,BUS3028-01,3,4.38,3,2
204,파생상품론,김다혜,Fundamentals of Futures and Options markets,Pearson Higher Education,John Hull,BUS3028-01,3,4.38,3,2
205,파생상품론,김다혜,Fundamentals of Futures and Options Markets (GE),Pearson,John C Hull,BUS3028-01,3,4.38,3,2
206,파생상품론,김다혜,Fundamentals of Futures and Options Markets 8/E (International Edition),Pearson Educacion,Hull,BUS3028-01,3,4.38,3,2
207,파생상품론,김다혜,새로운 금융시대,알에이치코리아,로버트 쉴러,BUS3028-01,3,4.38,3,2
