0,1,2,3,4,5
PR의이해,박현순,[<h3>PR학 원론</h3>],"한정호, 김병희, 김장열, 김찬아, 박노일",커뮤니케이션북스,"10,000원28,000원"
PR의이해,박현순,[<h3>프레임(나를 바꾸는 심리학의 지혜)(반양장)</h3>],최인철,21세기북스,"5,000원10,000원"
뉴스보도실습,류희림,[<h3>가짜 뉴스 시대에서 살아남기</h3>],류희림,글로세움,"10,000원15,000원"
뉴스보도실습,류희림,[<h3>기사 작성의 기초(전면개정판)</h3>],"이재경, 송상근",이화여자대학교출판문화원,"7,000원19,000원"
뉴스보도실습,류희림,[<h3>방송보도 기사쓰기(현장에서 바로 적용하는)</h3>],류희림,글로세움,"15,000원18,000원"
뉴스보도실습,류희림,[<h3>방송보도 기사쓰기(현장에서 바로 적용하는)</h3>],류희림,글로세움,"10,000원18,000원"
언론실무교육,신성호,[<h3>언론 글쓰기 이렇게 한다</h3>],이건호,한울,"6,000원16,000원"
언론실무교육,신성호,[<h3>특종 1987</h3>],신성호,중앙북스,"6,000원14,000원"
Journalism Theory,이재국,[<h3>언론과 민주정치</h3>],이효성,커뮤니케이션북스,"6,000원23,000원"
사회과학조사방법론,나용우,[<h3>사회조사방법론(13판)</h3>],Earl Babbie,CENGAGE LEARNING,"10,000원35,000원"
사회과학조사방법론,김지범,[<h3>The Practice of Social Reasearch Set</h3>],Earl Babbie,Cengage Learning,"10,000원36,000원"
사회과학조사방법론,김지범,[<h3>The Practice of Social Research</h3>],Babbie Earl,Wadsworth,"30,000원0원"
사회과학조사방법론,김지범,[<h3>The Practice of Social Research</h3>],Earl Babbie,Cengage Learning,"15,000원36,000원"
국제법,성재호,[<h3>국제법</h3>],김정균,박영사,"40,000원"
국제법,성재호,[<h3>신국제법강의: 이론과 사례(9판)(양장본 HardCover)</h3>],정인섭,박영사,"30,000원49,000원"
정치제도론,조원빈,"[<h3>Patterns of Democracy (Updated, Expanded)</h3>]",Arend Lijphart,Yale University Press,"15,000원25,000원"
헌법과정치,김비환,[<h3>민주주의와 법의 지배</h3>],김비환,박영사,"6,000원18,000원"
정치학개론,김태효,[<h3>국제관계와 세계정치</h3>],Andrew Heywood,명인문화사,"8,000원30,000원"
정치학개론,김태효,[<h3>세계화 시대의 정치학(개정판)</h3>],"홍익표, 진시원",오름,"8,900원20,000원"
유아교육론,성지현,[<h3>유아교육개론</h3>],없음,공동체,"20,000원"
유아교육론,성지현,[<h3>유아교육개론(3판)</h3>],"이기숙, 장영희, 정미라, 엄정애",양서원,"5,000원21,000원"
아동문학,현은자,[<h3>그림책의 이해 1(2판)</h3>],"현은자, 김세희",사계절,"15,000원28,500원"
아동문학,현은자,[<h3>그림책의 이해 2</h3>],현은자,사계절,"15,000원30,000원"
아동문학,현은자,[<h3>쿠슐라와 그림책 이야기</h3>],없음,보림출판사（주）,"15,000원"
아동관찰및행동연구,이미나,[<h3>아동관찰 및 행동연구</h3>],"성미영, 전가일, 정현심, 김유미, 정하나",학지사,"10,000원18,000원"
아동관찰및행동연구,이미나,[<h3>아동관찰행동연구</h3>],"전남련, 백향기, 김인자, 송영선, 이미향",양서원,"7,000원18,000원"
아동임상심리,김미성,[<h3>아동 청소년 이상심리학(8판)</h3>],"Rita Wicks-Nelson, Allen C Israel",시그마프레스,"10,000원28,000원"
정신건강,설희정,[<h3>재난정신건강: 이론과 실제</h3>],J Halpern M Rramontin,피앤씨미디어,"26,000원"
언어지도,현은자,[<h3>영유아 언어교육의 이해(3판)</h3>],"한유미, 김혜선, 권희경, 양연숙, 백은정",학지사,"7,000원18,000원"
이상심리,장혜인,[<h3>Abnormal Psychology (GE)</h3>],"Thomas F Oltmanns, Robert E Emery",Pearson,"40,000원48,000원"
이상심리,장혜인,[<h3>현대 이상심리학(2판)(양장본 HardCover)</h3>],권석만,학지사,"10,000원27,000원"
이상심리,김주희,[<h3>현대 이상심리학(2판)(양장본 HardCover)</h3>],권석만,학지사,"10,000원27,000원"
행정법총론,강현호,[<h3>국가경영행정법(상)(양장본 HardCover)</h3>],강현호,디비북스,"15,000원42,000원"
행정법총론,강현호,[<h3>행정법의 이해(양장본 HardCover)</h3>],강현호,동방문화사,"45,000원"
인지심리,도경수,[<h3>인지 심리학(4판)</h3>],E Bruce Goldstein,Cengage Learning,"15,000원34,000원"
인지심리,도경수,[<h3>인지심리학</h3>],이정모,학지사,"20,000원"
인지심리,도경수,[<h3>인지심리학(3판)(양장본 HardCover)</h3>],"이정모, 강은주, 김민식, 감기택, 김정오",학지사,"10,000원22,000원"
실험심리,민수정,[<h3>심리학 실험법(7판)</h3>],Martin,Cengage Learning,"5,000원20,000원"
현대사회심리,최훈석,[<h3>Exploring Social Psychology</h3>],David G Myers,McGraw-Hill Higher Education,"18,000원28,000원"
현대사회심리,최훈석,[<h3>Exploring Social Psychology 6/E (Paperback)</h3>],Myers,McGraw Hill,"25,000원"
정서심리,용정순,[<h3>정서심리학</h3>],"Kalat, Michelle N Shiota",Cengage Learning,"9,000원25,000원"
정서심리,용정순,[<h3>정서심리학(2판)</h3>],"Michelle N Shiota, James W Kalat",Cengage Learning,"6,000원29,000원"
인지과학,박형생,[<h3>인지과학</h3>],없음,성균관대학교출판부,"23,000원0원"
인지과학,박형생,[<h3>인지과학: 학문 간 융합의 원리와 응용(양장본 HardCover)</h3>],이정모,성균관대학교출판부,"18,000원35,000원"
지각심리,민수정,[<h3>감각 및 지각심리학(9판)(Paperback)</h3>],E. Bruce Goldstein,박학사,"15,000원35,000원"
성격심리,김수안,[<h3>성격심리학(12판)</h3>],"Daniel Cervone, Lawrence A Pervin",시그마프레스,"9,000원28,000원"
소비자의사결정론,김기옥,[<h3>소비자행동(6판)(양장본 HardCover)</h3>],"이학식, 안광호, 하영원",집현재,"5,000원33,000원"
