0,1,2,3,4,5,6
기타,IEC7007-01,기초한국어,양지선,월15:00-16:15【9B215】수16:30-17:45【9B215】,3,
기타,IEC7007-02,기초한국어,양지선,월16:30-17:45【9B215】수15:00-16:15【9B215】,3,
기타,IEC7007-03,기초한국어,김혜영,화15:00-16:15【9B215】목16:30-17:45【9B215】,3,
기타,IEC7007-04,기초한국어,김승희,화16:30-17:45【9B215】목15:00-16:15【9B215】,3,
기타,GELT046-02,대학한국어세미나,박경우,수10:00-10:50【9B321】수11:00-11:50【9B321】,1,
기타,GELT046-03,대학한국어세미나,박경우,수13:00-13:50【9B321】수14:00-14:50【9B321】,1,
교직,CFTD041-01,도덕윤리교과교재연구및지도법,황부남,수18:00-19:15【미지정】수19:30-20:45【미지정】,3,
교직,CFTD071-01,디자인공예교과교재연구및지도법,이형민,수18:00-19:15【50401】수19:30-20:45【50401】,3,
교직,CFTD070-01,미술교과교재연구및지도법,이형민,수18:00-19:15【미지정】수19:30-20:45【미지정】,3,
교직,CFTD098-01,미술교과논리논술,구리나,월13:00-13:50【미지정】월14:00-14:50【미지정】,2,
기타,GELT015-01,사진예술의이해,최연하,수09:00-09:50【62603】수10:00-10:50【62603】,1,
교직,CFTD108-01,사회교과교재연구및지도법,황부남,수18:00-19:15【50206】수19:30-20:45【50206】,3,
교직,CFTD088-01,사회교과논리논술,김은우,화18:00-18:50【50305】화19:00-19:50【50305】,2,
기타,GELT012-01,사회봉사론,정국인,목09:00-09:50【33B101】목10:00-10:50【33B101】,1,
기타,GELT012-02,사회봉사론,정국인,목11:00-11:50【33B101】목12:00-12:50【33B101】,1,
기타,GELT012-03,사회봉사론,홍세영,금09:00-09:50【33B101】금10:00-10:50【33B101】,1,
교직,CFTD052-01,상업정보교과교재연구및지도법,강성원,화09:00-10:15【50205】화10:30-11:45【50205】,3,
교직,CFTD082-01,상업정보교과논리논술,최미애,수16:00-16:50【31408】수17:00-17:50【31408】,2,
기타,GELT063-01,새로운패러다임의취업/창업,임정모,화12:00-12:50【33219】화13:00-13:50【33219】,2,
기타,GELT001-01,성균프레시맨세미나,김경훤,월16:00-16:50【33214】,1,
기타,GELT001-02,성균프레시맨세미나,김경훤,수16:00-16:50【33214】,1,
기타,GELT001-03,성균프레시맨세미나,박정하,화11:00-11:50【33214】,1,
기타,GELT008-01,속기학,김신영,월14:00-14:50【61705】월15:00-15:50【61705】,1,
교직,CFTD054-01,수학교과교재연구및지도법,서희주,수18:00-19:15【50415】수19:30-20:45【50415】,3,
교직,CFTD081-01,수학교과논리논술,서희주,목18:00-18:50【50206】목19:00-19:50【50206】,2,
기타,GELT042-01,실용금융,임세희,월13:00-13:50【50104】월14:00-14:50【50104】,1,
교직,CFTD063-01,아동교과교재연구및지도법,방은정,화18:00-19:15【50206】화19:30-20:45【50206】,3,
기타,GELT043-I1,언어논리입문,박정하,【iCampus 수업】,1,
기타,GELT048-01,언어지문분석,박정하,수15:00-15:50【50411】수16:00-16:50【50411】,1,
기타,GELT035-01,여성커리어개발,배상훈,화13:00-13:50【33201】화14:00-14:50【33201】,1,
교직,CFTD049-01,역사교과교재연구및지도법,김현숙,금18:00-19:15【50206】금19:30-20:45【50206】,3,
교직,CFTD072-01,연극영화교과교재연구및지도법,강성원,화09:00-10:15【미지정】화10:30-11:45【미지정】,3,
교직,CFTD043-01,영어교과교재연구및지도법,주경진,목18:00-19:15【50205】목19:30-20:45【50205】,3,
교직,CFTD085-01,영어교과논리논술,박영호,목15:00-15:50【33304】목16:00-16:50【33304】,2,
교직,CFTD013-01,영어교육론,이혜문,수18:00-19:15【31506】수19:30-20:45【31506】,3,
기타,GELT014-01,예절교육및실습,김미라,화15:00-15:50【62402】화16:00-16:50【62402】,1,
기타,GELT014-02,예절교육및실습,김미라,수13:00-13:50【62402】수14:00-14:50【62402】,1,
기타,GELT014-03,예절교육및실습,김미라,수15:00-15:50【62402】수16:00-16:50【62402】,1,
기타,GELT014-04,예절교육및실습,김세리,금13:00-13:50【62402】금14:00-14:50【62402】,1,
기타,GELT014-05,예절교육및실습,김세리,금15:00-15:50【62402】금16:00-16:50【62402】,1,
기타,GELT009-I1,정보통신윤리,정진욱,【iCampus 수업】,1,
교직,CFTD045-01,중국어교과교재연구및지도법,조은정,월18:00-19:15【50206】월19:30-20:45【50206】,3,
교직,CFTD086-01,중국어교과논리논술,박영호,목15:00-15:50【미지정】목16:00-16:50【미지정】,2,
기타,GELT052-01,창업시제품제작,김경환,화10:00-10:50【33219】화11:00-11:50【33219】,2,
기타,GELT030-I1,창의인성교육의이해,양정호,【iCampus 수업】,1,
기타,GELT049-01,추리논증방법,홍지호,화09:00-09:50【50106】화10:00-10:50【50106】,1,
기타,GELT006-I1,컴퓨터문서작성,윤희용,【iCampus 수업】,1,
기타,GELT007-I1,컴퓨터자료처리,이상원,【iCampus 수업】,1,
교직,CFTD093-01,특수교육학개론,권승희,금15:00-15:50【50105】금16:00-16:50【50105】,2,
교직,CFTD093-02,특수교육학개론,권승희,금17:00-17:50【50105】금18:00-18:50【50105】,2,
교직,CFTD093-03,특수교육학개론,권승희,목18:00-18:50【50415】목19:00-19:50【50415】,2,
교직,CFTD093-04,특수교육학개론,정광조,월18:00-18:50【50106】월19:00-19:50【50106】,2,
교직,CFTD119-01,학교폭력예방및학생의이해,김은우,목13:00-13:50【50106】목14:00-14:50【50106】,2,
교직,CFTD119-02,학교폭력예방및학생의이해,서정원,수18:00-18:50【50407】수19:00-19:50【50407】,2,
교직,CFTD119-03,학교폭력예방및학생의이해,서정원,화11:00-11:50【31409】화12:00-12:50【31409】,2,
교직,CFTD048-01,한문교과교재연구및지도법,이현일,화18:00-19:15【50304】화19:30-20:45【50304】,3,
교직,CFTD065-01,한문교재연구및지도법,이현일,화09:00-10:15【50307】목10:30-11:45【50307】,3,
기타,GELT011-01,핵심취업전략,배상훈,금15:00-15:50【9B217】금16:00-16:50【9B217】,1,
기타,GELT066-41,4차산업혁명의이해와진로탐색,배상훈,화15:00-15:50【23219】화16:00-16:50【23219】,1,
기타,GELT041-41,FYE세미나II,신진규,금18:00-18:50【51213】,1,
기타,GELT041-42,FYE세미나II,김선호,금18:00-18:50【62303】,1,
기타,GELT041-43,FYE세미나II,장현수,금18:00-18:50【62304】,1,
교직,CFTD110-41,과학교과교재연구및지도법,강성원,월12:00-13:15【27515】월13:30-14:45【27515】,3,
기타,GELT016-41,교양농구,김범준,금09:00-09:50【51306】금10:00-10:50【51306】,1,
기타,GELT023-41,교양댄스스포츠,이경주,금10:00-10:50【51307】금11:00-11:50【51307】,1,
기타,GELT017-42,교양배드민턴,김동현,수11:00-11:50【05132】수12:00-12:50【05132】,1,
기타,GELT025-41,교양수영,차용석,금11:00-11:50【05132】금12:00-12:50【05132】,1,
기타,GELT027-41,교양스노우보드,장원석,수15:00-15:50【05132】수16:00-16:50【05132】,1,
기타,GELT027-42,교양스노우보드,우재원,목13:00-13:50【05132】목14:00-14:50【05132】,1,
기타,GELT028-41,교양스키,김태희,화12:00-12:50【51307】화13:00-13:50【51307】,1,
기타,GELT028-42,교양스키,엄길호,화15:00-15:50【51306】화16:00-16:50【51306】,1,
기타,GELT024-41,교양요가,이경주,금13:00-13:50【51307】금14:00-14:50【51307】,1,
기타,GELT018-41,교양축구,김동현,월11:00-11:50【05132】월12:00-12:50【05132】,1,
기타,GELT019-41,교양탁구,성정아,수15:00-15:50【51307】수16:00-16:50【51307】,1,
기타,GELT020-41,교양테니스,이재무,목13:00-13:50【51307】목14:00-14:50【51307】,1,
기타,GELT020-42,교양테니스,이재무,목15:00-15:50【51306】목16:00-16:50【51306】,1,
기타,GELT021-41,교양플로어볼,손지효,월15:00-15:50【05133】월16:00-16:50【05133】,1,
교직,CFTD005-41,교육방법및교육공학,강성원,월15:00-15:50【62304】월16:00-16:50【62304】,2,
교직,CFTD003-41,교육심리,최권,월18:00-18:50【62304】월19:00-19:50【62304】,2,
교직,CFTD077-41,교직실무,정종민,화10:00-10:50【62304】화11:00-11:50【62304】,2,
기타,GELT002-41,글로벌문화체험세미나,저스틴바라스,월14:00-14:50【27107】,1,
기타,GELT002-42,글로벌문화체험세미나,저스틴바라스,화14:00-14:50【27107】,1,
기타,GELT002-43,글로벌문화체험세미나,죠나단펠란,수14:00-14:50【27113】,1,
기타,GELT002-44,글로벌문화체험세미나,죠나단펠란,목13:00-13:50【26504】,1,
기타,IEC7007-41,기초한국어,최주희,월15:00-16:15【26509】수16:30-17:45【26509】,3,
기타,IEC7007-42,기초한국어,유현정,화15:00-16:15【26513】목16:30-17:45【26513】,3,
기타,GELT012-41,사회봉사론,홍세영,금13:00-13:50【51306】금14:00-14:50【51306】,1,
기타,GELT001-41,성균프레시맨세미나,김동엽,목11:00-11:50【51209】,1,
기타,GELT001-42,성균프레시맨세미나,이규석,월15:00-15:50【62351】,1,
기타,GELT001-43,성균프레시맨세미나,김철호,월14:00-14:50【51209】,1,
기타,GELT001-44,성균프레시맨세미나,이규석,목15:00-15:50【62351】,1,
기타,GELT001-45,성균프레시맨세미나,이준호,금15:00-15:50【21121】,1,
기타,GELT001-46,성균프레시맨세미나,한정훈,화12:00-12:50【51209】,1,
기타,GELT001-47,성균프레시맨세미나,한정훈,목11:00-11:50【23242】,1,
교직,CFTD054-41,수학교과교재연구및지도법,손정화,월18:00-19:15【51209】월19:30-20:45【51209】,3,
기타,GELT036-41,스토리텔링과트랜스미디어의이해,변혁,화13:00-13:50【27532】화14:00-14:50【27532】,1,
기타,GELT014-41,예절교육및실습,이은실,월11:00-11:50【62303】월12:00-12:50【62303】,1,
기타,GELT014-42,예절교육및실습,안인숙,월13:00-13:50【62303】월14:00-14:50【62303】,1,
기타,GELT014-43,예절교육및실습,안인숙,월15:00-15:50【62303】월16:00-16:50【62303】,1,
기타,GELT031-41,진로탐색및경력개발,배상훈,금13:00-13:50【23219】금14:00-14:50【23219】,1,
기타,GELT055-41,창업실습2,임정모,수10:00-10:50【51209】수11:00-11:50【51209】,2,
기타,GELT058-41,창업현장실습3,임정모,미지정,9,
기타,GELT047-41,창의융합캡스톤디자인,정태명,월15:00-15:50【85129】월16:00-16:50【85129】,1,
교직,CFTD069-41,체육교과교재연구및지도법,김길용,금12:00-13:15【51213】금13:30-14:45【51213】,3,
기타,GELT065-41,플라잉디스크,이지항,월13:00-13:50【05132】월14:00-14:50【05132】,1,
교직,CFTD119-41,학교폭력예방및학생의이해,김은우,화12:00-12:50【62304】화13:00-13:50【62304】,2,
기타,GELT011-41,핵심취업전략,배상훈,금15:00-15:50【23219】금16:00-16:50【23219】,1,
기타,GELT032-41,현장실습1,유필진,미지정,1,
기타,GELT033-41,현장실습2,유필진,미지정,1,
기타,GELT034-41,현장실습3,유필진,미지정,1,
전공,BIZ2021-01,관리회계,백태영,수13:00-13:50【33203】수14:00-14:50【33203】,3,
전공,BIZ2021-02,관리회계,백태영,수16:00-16:50【33203】수17:00-17:50【33203】,3,
전공,BIZ2021-03,관리회계,전경민,화12:00-13:15【31308】목13:30-14:45【31308】,3,
전공,BIZ2021-04,관리회계,최권일,화09:00-10:15【31308】화10:30-11:45【31308】,3,
전공,BIZ2021-05,관리회계,이희숙,목18:00-19:15【33301】목19:30-20:45【33301】,3,
전공,BIZ2021-06,관리회계,김학운,월09:00-10:15【33301】월10:30-11:45【33301】,3,
전공,BIZ2021-07,관리회계,백태영,수10:00-10:50【31604】수11:00-11:50【31604】,3,
전공,BIZ2022-01,회계원리,이종은,화09:00-10:15【33302】목10:30-11:45【33302】,3,
전공,BIZ2022-02,회계원리,이종은,화10:30-11:45【33302】목09:00-10:15【33302】,3,
전공,BIZ2022-03,회계원리,이효익,화09:00-10:15【33303】화10:30-11:45【33303】,3,
전공,BIZ2022-04,회계원리,지가영,월13:30-14:45【33302】수12:00-13:15【33302】,3,
전공,BIZ2022-05,회계원리,신영직,월12:00-13:15【33302】수13:30-14:45【33302】,3,
전공,BIZ2022-06,회계원리,조은혜,화13:30-14:45【33302】목12:00-13:15【33302】,3,
전공,BIZ2022-07,회계원리,홍시운,월10:30-11:45【33503】수09:00-10:15【33503】,3,
전공,BIZ2022-I1,회계원리,최영수,【iCampus 수업】,3,
전공,BIZ3009-01,최신IT발전과스타트업,박기우,수18:00-19:15【33302】수19:30-20:45【33302】,3,
전공,BUS2001-01,경영학원론,박명섭,화13:00-13:50【33304】화14:00-14:50【33304】,3,
전공,BUS2001-I1,경영학원론,김종욱,【iCampus 수업】,3,
전공,BUS2003-01,마케팅관리,이석규,화09:00-10:15【33402】화10:30-11:45【33402】,3,
전공,BUS2003-02,마케팅관리,이석규,목09:00-10:15【33402】목10:30-11:45【33402】,3,
전공,BUS2003-04,마케팅관리,김지영,화16:30-17:45【33306】목15:00-16:15【33306】,3,
전공,BUS2003-05,마케팅관리,이선녕,화15:00-16:15【33302】목16:30-17:45【33302】,3,
전공,BUS2003-06,마케팅관리,류주연,월09:00-10:15【33503】수10:30-11:45【33503】,3,
전공,BUS2005-01,소비자행동,전선규,화09:00-10:15【33405】화10:30-11:45【33405】,3,
전공,BUS2005-02,소비자행동,전선규,화18:00-19:15【33301】화19:30-20:45【33301】,3,
전공,BUS2005-03,소비자행동,류주연,월13:30-14:45【33301】수12:00-13:15【33301】,3,
전공,BUS2005-04,소비자행동,서현영,월18:00-19:15【33503】월19:30-20:45【33503】,3,
전공,BUS2005-05,소비자행동,서현영,수18:00-19:15【33402】수19:30-20:45【33402】,3,
전공,BUS2005-06,소비자행동,김정구,금12:00-13:15【33301】금13:30-14:45【33301】,3,
전공,BUS2005-I1,소비자행동,김정구,【iCampus 수업】,3,
전공,BUS2006-01,재무관리,안희준,수09:00-10:15【33304】수10:30-11:45【33304】,3,
전공,BUS2006-02,재무관리,한중호,화09:00-10:15【33306】목10:30-11:45【33306】,3,
전공,BUS2006-03,재무관리,김현석,금12:00-13:15【33302】금13:30-14:45【33302】,3,
전공,BUS2006-04,재무관리,김현석,금18:00-19:15【33302】금19:30-20:45【33302】,3,
전공,BUS2006-05,재무관리,비엔원롱,월18:00-19:15【33302】월19:30-20:45【33302】,3,
전공,BUS2007-01,투자론,서정원,월12:00-13:15【33402】수13:30-14:45【33402】,3,
전공,BUS2007-02,투자론,김다혜,화15:00-16:15【33303】목16:30-17:45【33303】,3,
전공,BUS2007-03,투자론,최종범,화09:00-10:15【33301】화10:30-11:45【33301】,3,
전공,BUS2007-04,투자론,김다혜,화10:30-11:45【33304】목09:00-10:15【33304】,3,
전공,BUS2007-05,투자론,오종민,금15:00-16:15【33402】금16:30-17:45【33402】,3,
전공,BUS2007-06,투자론,김현석,목09:00-10:15【33303】목10:30-11:45【33303】,3,
전공,BUS2009-01,금융기관경영의이해,한중호,화12:00-13:15【33302】목13:30-14:45【33302】,3,
전공,BUS2010-01,인사관리,김안드레아,수18:00-19:15【33401】수19:30-20:45【33401】,3,
전공,BUS2011-01,마케팅조사방법,이민환,목09:00-10:15【33204】목10:30-11:45【33204】,3,
전공,BUS2013-03,경영통계,조남형,월18:00-19:15【33204】수18:00-19:15【33204】,3,
전공,BUS2013-06,경영통계,김성주,수11:00-11:50【32210】수12:00-12:50【32210】,3,
전공,BUS2013-07,경영통계,김성주,수13:00-13:50【32210】수14:00-14:50【32210】,3,
전공,BUS2014-01,생산운영관리,이문기,금09:00-10:15【33306】금10:30-11:45【33306】,3,
전공,BUS2014-02,생산운영관리,이문기,금12:00-13:15【33306】금13:30-14:45【33306】,3,
전공,BUS2015-01,경영정보시스템,장시영,화12:00-13:15【33402】목13:30-14:45【33402】,3,
전공,BUS2015-02,경영정보시스템,장시영,화13:30-14:45【33402】목12:00-13:15【33402】,3,
전공,BUS2015-03,경영정보시스템,권건우,목18:00-19:15【31406】목19:30-20:45【31406】,3,
전공,BUS2015-04,경영정보시스템,문병석,목18:00-19:15【33305】목19:30-20:45【33305】,3,
전공,BUS2017-01,경영정보처리,변종복,월12:00-13:15【33204】수13:30-14:45【33204】,3,
전공,BUS2017-02,경영정보처리,변종복,월13:30-14:45【33204】수12:00-13:15【33204】,3,
전공,BUS2017-03,경영정보처리,김종욱,월15:00-16:15【33204】수16:30-17:45【33204】,3,
전공,BUS2017-04,경영정보처리,김종욱,월16:30-17:45【33204】수15:00-16:15【33204】,3,
전공,BUS2017-05,경영정보처리,전현규,화15:00-16:15【33204】목16:30-17:45【33204】,3,
전공,BUS2017-06,경영정보처리,문준서,월19:30-20:45【33204】수19:30-20:45【33204】,3,
전공,BUS2018-01,국제경영,이윤,수18:00-19:15【33303】수19:30-20:45【33303】,3,
전공,BUS2027-01,세법개론,정문기,화13:30-14:45【33405】목12:00-13:15【33405】,3,
전공,BUS2027-02,세법개론,정문기,화16:30-17:45【33405】목15:00-16:15【33405】,3,
전공,BUS2028-01,조직행동,신지선,수09:00-10:15【33402】수10:30-11:45【33402】,3,
전공,BUS2028-02,조직행동,문지영,금15:00-16:15【33302】금16:30-17:45【33302】,3,
전공,BUS2028-I1,조직행동,차동옥,【iCampus 수업】,3,
전공,BUS2029-01,중급회계1,정문기,월15:00-16:15【33405】수16:30-17:45【33405】,3,
전공,BUS2029-02,중급회계1,정문기,월16:30-17:45【33405】수15:00-16:15【33405】,3,
전공,BUS2030-01,중급회계2,조은혜,화10:30-11:45【33503】목09:00-10:15【33503】,3,
전공,BUS2030-02,중급회계2,홍시운,월16:30-17:45【33503】수15:00-16:15【33503】,3,
전공,ECO2001-01,경제학원론1,조준모,화12:00-13:15【31403】목13:30-14:45【31403】,3,
전공,ECO2001-02,경제학원론1,조준모,화13:30-14:45【31403】목12:00-13:15【31403】,3,
전공,ECO2001-03,경제학원론1,김일중,화15:00-16:15【31403】목16:30-17:45【31403】,3,
전공,ECO2001-04,경제학원론1,송욱헌,목09:00-10:15【31605】목10:30-11:45【31605】,3,
전공,ECO2001-05,경제학원론1,지민웅,목18:00-19:15【31403】목19:30-20:45【31403】,3,
전공,ECO2001-07,경제학원론1,신혜원,목18:00-19:15【31705】목19:30-20:45【31705】,3,
전공,ECO2001-I1,경제학원론1,박건영,【iCampus 수업】,3,
전공,STA2011-01,통계학원론,이준석,금15:00-16:15【31403】금16:30-17:45【31403】,3,
전공,BIZ3010-01,지속경영과마케팅관리,심수옥,월09:00-10:15【33402】월10:30-11:45【33402】,3,
전공,BIZ3014-01,세일즈비즈니스매니지먼트:캡스톤디자인,심수옥,금12:00-13:15【33219】금13:30-14:45【33219】,3,
전공,BUS2004-01,마케팅전략,김주원,목09:00-10:15【33203】목10:30-11:45【33203】,3,
전공,BUS2004-02,마케팅전략,이선녕,화16:30-17:45【33302】목15:00-16:15【33302】,3,
전공,BUS2004-I1,마케팅전략,한상만,【iCampus 수업】,3,
전공,BUS2008-01,국제재무관리,박영규,월15:00-16:15【33303】수16:30-17:45【33303】,3,
전공,BUS2008-I1,국제재무관리,박영규,【iCampus 수업】,3,
전공,BUS3001-01,국제물류,박명섭,금15:00-15:50【33301】금16:00-16:50【33301】,3,
전공,BUS3008-04,경영전략,최희원,금18:00-19:15【33402】금19:30-20:45【33402】,3,
전공,BUS3009-01,조직설계,김도현,화12:00-13:15【33503】목13:30-14:45【33503】,3,
전공,BUS3009-02,조직설계,김도현,화13:30-14:45【33503】목12:00-13:15【33503】,3,
전공,BUS3009-03,조직설계,김도현,화16:30-17:45【33503】목15:00-16:15【33503】,3,
전공,BUS3009-04,조직설계,현선해,월15:00-16:15【33302】수16:30-17:45【33302】,3,
전공,BUS3009-05,조직설계,현선해,월16:30-17:45【33302】수15:00-16:15【33302】,3,
전공,BUS3009-08,조직설계,최세경,월09:00-10:15【31512】월10:30-11:45【31512】,3,
전공,BUS3011-01,인터넷과경영,나형종,월18:00-19:15【33306】월19:30-20:45【33306】,3,
전공,BUS3011-02,인터넷과경영,나형종,목18:00-19:15【33203】목19:30-20:45【33203】,3,
전공,BUS3011-03,인터넷과경영,문병석,금12:00-13:15【33303】금13:30-14:45【33303】,3,
전공,BUS3011-04,인터넷과경영,문병석,금15:00-16:15【33303】금16:30-17:45【33303】,3,
전공,BUS3011-05,인터넷과경영,문준서,화19:30-20:45【33304】목19:30-20:45【33304】,3,
전공,BUS3014-01,인터넷비즈니스모델,이원준,월13:00-13:50【70527】월14:00-14:50【70527】,3,
전공,BUS3020-01,회계감사,정운섭,화18:00-19:15【33305】화19:30-20:45【33305】,3,
전공,BUS3022-01,경영현장실습2,한중호,미지정,3,
전공,BUS3027-02,글로벌리스크관리보험,정홍주,목18:00-19:15【33303】목19:30-20:45【33303】,3,
전공,BUS3040-01,벤처파이낸싱,송교직,수16:00-16:50【31406】수17:00-17:50【31406】,3,
전공,DES4001-01,융합캡스톤디자인,조준동,수18:00-19:15【61413】수19:30-20:45【61413】,3,
전공,DES4001-02,융합캡스톤디자인,이준서,금15:00-16:15【61413】금16:30-17:45【61413】,3,
전공,DES4001-03,융합캡스톤디자인,변혁,수18:00-19:15【61415】수19:30-20:45【61415】,3,
전공,ECO7002-01,계량경제이론1,한희준,목12:00-13:15【31607】목13:30-14:45【31607】,3,
전공,BIZ2024-01,상법2,최준선,월09:00-10:15【2B113】월10:30-11:45【2B113】,3,
전공,BUS2036-01,국제비즈니스협상과계약,김민재,금15:00-16:15【33503】금16:30-17:45【33503】,3,
전공,BUS3028-01,파생상품론,김다혜,월13:30-14:45【33303】수12:00-13:15【33303】,3,
전공,BUS3029-01,기업재무전략,박흥주,월12:00-13:15【33301】수13:30-14:45【33301】,3,
전공,BUS3032-01,유통관리론,박민혜,금18:00-19:15【33301】금19:30-20:45【33301】,3,
전공,BUS3033-01,중국마케팅,노은영,화18:00-19:15【33306】화19:30-20:45【33306】,3,
전공,BUS3033-02,중국마케팅,엄금철,수18:00-19:15【33306】수19:30-20:45【33306】,3,
전공,BUS3033-I1,중국마케팅,김용준,【iCampus 수업】,3,
전공,BUS3035-01,경영과학,조남형,월09:00-10:15【33204】수10:30-11:45【33204】,3,
전공,BUS3035-02,경영과학,조남형,월10:30-11:45【33204】수09:00-10:15【33204】,3,
전공,BUS3042-01,마케팅데이터애널리틱스,김태완,월12:00-13:15【33405】수13:30-14:45【33405】,3,
전공,BUS3045-01,비즈니스애널리틱스,이건웅,화18:00-19:15【33401】화19:30-20:45【33401】,3,
전공,EPN2009-01,팀앙트레프레너십기초,이원준,금12:00-13:15【33218】금13:30-14:45【33218】,3,
전공,EPN2010-01,팀앙트레프레너십심화,이원준,미지정,3,
전공,DBA4010-01,소비자행동연구,한영지,목09:00-10:15【33406】목10:30-11:45【33406】,3,
