0,1,2,3,4,5
데이터마이닝,이종석,[<h3>데이터마이닝 기법과 응용</h3>],전치혁,한나래아카데미,"18,000원28,000원"
경영정보시스템및실습,손미애,[<h3>Management Information Systems</h3>],"R Kelly Rainer, Brad Prince, Hugh J Watson",Wiley,"23,000원45,000원"
경영정보시스템및실습,손미애,[<h3>Management Information Systems</h3>],"Kelly Rainer, Brad Prince, Hugh Watson",Wiley,"15,000원42,000원"
경영정보시스템및실습,손미애,[<h3>Management Information Systems</h3>],R Kelly Rainer,Wiley,"10,000원42,000원"
경영정보시스템및실습,손미애,[<h3>경영정보시스템(미래 비즈니스를 위한)(2판)</h3>],"R Kelly Rainer, Brad Prince, Hugh Watson",시그마프레스,"5,000원33,000원"
경영정보시스템및실습,손미애,[<h3>경영정보시스템(미래 비즈니스를 위한)(3판)</h3>],"Kelly Rainer, Brad Prince, Hugh Watson",시그마프레스,"10,000원33,000원"
비즈니스창의성,박영택,[<h3>박영택 창의발상론(양장본 HardCover)</h3>],박영택,KMAC,"15,000원36,000원"
비즈니스창의성,박영택,[<h3>박영택 창의발상론(양장본 HardCover)</h3>],박영택,한국표준협회미디어,"5,000원27,000원"
비즈니스창의성,박영택,[<h3>품질경영론(박영택)(양장본 HardCover)</h3>],박영택,한국표준협회미디어,"13,000원38,000원"
실험계획법,이종석,[<h3>Design and Analysis of Experiments (Paperback)</h3>],Montgomery,Wiley,"37,000원59,000원"
실험계획법,이종석,[<h3>실험설계와 분석(8판)</h3>],Douglas C Montgomery,자유아카데미,"15,000원37,000원"
확률및랜덤프로세스,이준호,"[<h3>Probability, Statistics and Random Processes for Electrical Engineering</h3>]",Leon-Garcia,Prentice-Hall,"35,000원55,000원"
확률및랜덤프로세스,이준호,[<h3>확률 및 랜덤 프로세스(3판)</h3>],Alberto Leon-Garcia,자유아카데미,"10,000원32,000원"
확률및랜덤프로세스,이준호,[<h3>확률 및 랜덤 프로세스(한글3판)(3판)</h3>],ALBERTO LEON GARCIA,자유아카데미,"6,000원32,000원"
확률및랜덤프로세스,박현진,"[<h3>Probability, Statistics and Random Processes for Electrical Engineering</h3>]",Leon-Garcia,Prentice-Hall,"35,000원55,000원"
확률및랜덤프로세스,박현진,[<h3>확률 및 랜덤 프로세스(3판)</h3>],Alberto Leon-Garcia,자유아카데미,"10,000원32,000원"
확률및랜덤프로세스,박현진,[<h3>확률 및 랜덤 프로세스(한글3판)(3판)</h3>],ALBERTO LEON GARCIA,자유아카데미,"6,000원32,000원"
자료구조개론,이준원,[<h3>C로 쓴 자료구조론(2판)</h3>],"Horowitz, SAHNI, ANDERSON-FREED",교보문고,"12,000원28,000원"
자료구조개론,이준원,[<h3>Fundamentals of Data Structures in C</h3>],Horowitz Ellis,Silicon Press,"30,000원45,000원"
자료구조개론,염익준,[<h3>윤성우의 열혈 자료구조</h3>],윤성우,오렌지미디어,"3,000원27,000원"
화공열역학1,배종욱,[<h3>Introduction to Chemical Engineering Thermodynamics</h3>],"J M smith, H C Van Ness, M M Abbott, M T Swihart",McGraw Hill Education,"30,000원42,000원"
화공열역학1,배종욱,[<h3>Introduction to Chemical Engineering Thermodynamics</h3>],"Smith, Ness Hendrick Van, Abbott Michael",McGraw Hill,"9,000원39,000원"
화공열역학1,배종욱,[<h3>화학공학 열역학 (제7판)</h3>],JMSMITH,한티미디어,"5,000원32,000원"
화공열역학1,배종욱,[<h3>화학공학 열역학(8판)</h3>],"JMSmith, H C Van Ness, M M Abbott, M T Swihart",McGraw Hill Education,"29,000원37,000원"
화공유체역학,방석호,[<h3>화학공학유체역학</h3>],James O Wilkes,한산,"12,000원35,000원"
화공유체역학,남재도,[<h3>Introduction to Fluid Dynamics: Principles of Analysis &amp; Design</h3>],Middleman Stanley,Wiley,"25,000원48,000원"
화공유체역학,이용철,[<h3>Unit Operations of Chemical Engineering (New)</h3>],McCabe,McGraw-Hill,"20,000원43,000원"
화공유체역학,이용철,[<h3>단위조작(7판)</h3>],Mccabe,McGraw-Hill,"5,000원35,000원"
화공유체역학,이용철,[<h3>단위조작(McCabe의)(수정판 7판)(양장본 HardCover)</h3>],"Mccabe L Warren, Julian C Smith, Peter Harriott",McGraw Hill Education,"19,000원39,000원"
화공유체역학,권영돈,[<h3>Fluid Mechanics for Chemical Engineers</h3>],Wilkes,Prentice-Hall,"20,000원43,000원"
화공유체역학,권영돈,[<h3>화학공학 유체역학(윌키스의)(3판)</h3>],James O Wilkes,사이플러스,"38,000원"
공정제어,방창현,[<h3>최신공정제어(최신)(3판)</h3>],"Coughanowr, Steven ELeBlance",McGraw-Hill,"33,000원"
공업물리화학1,한귀영,[<h3>Physical Chemistry</h3>],"Atkins, JuliO de Paula",Oxford U.K,"10,000원63,000원"
공업물리화학1,한귀영,[<h3>물리화학(9판)</h3>],"Peter Atkins, Julio de Paula",교보문고,"17,000원41,000원"
공업물리화학1,한귀영,[<h3>물리화학(Atkins)(10판)</h3>],"Peter Atkins, Julio de paula",교보문고,"5,000원45,000원"
공업물리화학1,이준영,"[<h3>of Physical Chemistry by Peter Atkins, Julio de Paula, ISBN: 9780716773290</h3>]",없음,Academic Internet Publishers,"45,800원"
공업물리화학1,이준영,[<h3>Physical Chemistry</h3>],"Atkins, JuliO de Paula",Oxford U.K,"10,000원63,000원"
공업물리화학1,이준영,[<h3>물리화학(9판)</h3>],"Peter Atkins, Julio de Paula",교보문고,"17,000원41,000원"
공업물리화학1,이준영,[<h3>물리화학(Atkins)(10판)</h3>],"Peter Atkins, Julio de paula",교보문고,"5,000원45,000원"
공업물리화학1,김재윤,[<h3>Physical Chemistry</h3>],"Atkins, JuliO de Paula",Oxford U.K,"10,000원63,000원"
공업물리화학1,김재윤,[<h3>물리화학(Atkins)(10판)</h3>],"Peter Atkins, Julio de paula",교보문고,"5,000원45,000원"
공업물리화학1,김덕준,[<h3>Physical Chemistry</h3>],"Atkins, JuliO de Paula",Oxford U.K,"10,000원63,000원"
공업물리화학1,김덕준,[<h3>물리화학(8판)</h3>],"Atkins, Julio de Paula",교보문고,"40,000원"
공업물리화학1,김덕준,[<h3>물리화학(Atkins)(10판)</h3>],"Peter Atkins, Julio de paula",교보문고,"5,000원45,000원"
공업유기화학1,남성우,[<h3>맥머리의 유기화학. 8/E(8판)</h3>],John E McMurry,사이플러스,"8,000원52,000원"
공업유기화학1,김영준,[<h3>Organic Chemistry</h3>],John Mcmurry,Cengage Learning,"15,000원59,000원"
공업유기화학1,김영준,[<h3>맥머리의 유기화학. 8/E(8판)</h3>],John E McMurry,사이플러스,"8,000원52,000원"
공업유기화학1,정동준,[<h3>유기화학(맥머리의)(9판)</h3>],John E McMurry,사이플러스,"6,000원55,000원"
공업유기화학1,김지흥,[<h3>유기화학(맥머리의)(9판)</h3>],John E McMurry,사이플러스,"6,000원55,000원"
공업생화학,엄숭호,[<h3>Biochemistry : A short course</h3>],Tymoczko John L/ Berg Jeremy M/ Stryer Lubert,W.H. Freeman & Company,"45,000원"
공업생화학,엄숭호,[<h3>Biochemistry : Short Course</h3>],Tymoczko / Berg / Stryer,Palgrave Macmillan,"28,000원48,000원"
공업생화학,엄숭호,[<h3>Biochemistry (Paperback)</h3>],Garrett,Cengage Learning,"35,000원50,000원"
공업생화학,엄숭호,[<h3>생화학(Stryer)(핵심)</h3>],"John L Tymoczko, Jeremy MBerg, Lubert Stryer",범문에듀케이션,"26,000원38,000원"
고분자화학,김지흥,[<h3>Polymer Chemistry: An Introduction</h3>],Stevens Malcolm P,Oxford USA,"10,000원43,000원"
고분자화학,김지흥,[<h3>고분자 화학 입문(제3판)</h3>],박문수 외,자유아카데미,"18,000원30,000원"
고분자화학,이영관,[<h3>고분자 재료의 기본 원리(3판)</h3>],"Stephen L Rosen, Christopher S Brazel",자유아카데미,"25,000원32,000원"
고분자화학,배진영,[<h3>고분자화학(제3판)</h3>],GEORGE ODIAN,사이텍미디어,"39,000원"
분리공정,이용철,[<h3>Unit Operations of Chemical Engineering (New)</h3>],McCabe,McGraw-Hill,"20,000원43,000원"
분리공정,이용철,[<h3>단위조작(McCabe의)(수정판 7판)(양장본 HardCover)</h3>],"Mccabe L Warren, Julian C Smith, Peter Harriott",McGraw Hill Education,"19,000원39,000원"
전자회로1,최병덕,[<h3>마이크로전자회로(7판)</h3>],"Adel S Sedra, Kenneth C Smith",한티미디어,"7,000원43,000원"
전자회로1,이강윤,[<h3>마이크로전자회로(6판)(CD1장포함)</h3>],"Sedra, Smith",한티미디어,"5,000원42,000원"
전자회로1,이강윤,[<h3>마이크로전자회로(7판)</h3>],"Adel S Sedra, Kenneth C Smith",한티미디어,"7,000원43,000원"
전자회로1,박진홍,[<h3>마이크로전자회로(6판)(CD1장포함)</h3>],"Sedra, Smith",한티미디어,"5,000원42,000원"
전자회로1,박진홍,[<h3>마이크로전자회로(7판)</h3>],"Adel S Sedra, Kenneth C Smith",한티미디어,"7,000원43,000원"
광학기초,이연호,[<h3>Optics</h3>],Eugene Hecht,Pearson,"39,000원"
광학기초,이연호,[<h3>광학(4판)</h3>],Eugene Hecht,자유아카데미,"18,000원34,000원"
광학기초,박형원,[<h3>광학(4판)</h3>],Eugene Hecht,자유아카데미,"18,000원34,000원"
광학기초,박형원,[<h3>광학(5판)</h3>],"조재흥, 김규욱, 황인각",자유아카데미,"15,000원38,000원"
광학기초,송장근,[<h3>Optics</h3>],"Hecht, Eugene",Pearson / Prentice Hall,"282,990원"
광학기초,송장근,[<h3>광학(OPTICS)(4판)</h3>],"Eugene Hecht, 장수, 황보창권, 조두진",자유아카데미,"15,000원34,000원"
응용생명공학,박재형,[<h3>생체공학(2판)</h3>],W Mark Saltzman,한티미디어,"41,000원43,000원"
화공계산,김덕준,[<h3>Introduction to Chemical Processes</h3>],Murphy,McGraw-Hill,"15,000원43,000원"
화공계산,김덕준,[<h3>화학공정계산(Murphy의)(개정판)(양장본 HardCover)</h3>],Regina MMurphy,사이플러스,"25,000원38,000원"
화공계산,김덕준,[<h3>화학공정계산(개정판)(양장본 HardCover)</h3>],Regina MMurphy,사이플러스,"14,000원35,000원"
화공계산,김덕준,[<h3>화학공정계산(제3판)(CD-ROM 1장 포함)</h3>],RMFelder 외,청문각(교문사),"10,000원35,000원"
화공계산,이동현,[<h3>Elementary Principles of Chemical Processes</h3>],Richard M Felder,Wiley,"10,000원49,000원"
화공계산,이동현,[<h3>Elementary Principles of Chemical Processes</h3>],Felder Richard M,Wiley,"15,000원52,000원"
화공계산,이동현,[<h3>화학공정계산(개정판)(양장본 HardCover)</h3>],Regina MMurphy,사이플러스,"14,000원35,000원"
화공계산,이동현,[<h3>화학공정계산(제3판)(CD-ROM 1장 포함)</h3>],RMFelder 외,청문각(교문사),"10,000원35,000원"
화공계산,김정규,[<h3>Introduction to Chemical Processes</h3>],Murphy,McGraw-Hill,"15,000원43,000원"
화공계산,김정규,[<h3>화학공정계산(Murphy의)(개정판)(양장본 HardCover)</h3>],Regina MMurphy,사이플러스,"25,000원38,000원"
화공계산,김정규,[<h3>화학공정계산(개정판)(양장본 HardCover)</h3>],Regina MMurphy,사이플러스,"14,000원35,000원"
화공계산,김동환,[<h3>Numerical Methods for Engineers</h3>],Chapra,McGraw-Hill,"20,000원43,000원"
화공계산,김동환,[<h3>Numerical Methods for Engineers</h3>],"Chapra, Canale",McGraw Hill,"20,000원43,000원"
화공계산,김동환,[<h3>공학도를 위한 수치해석(7판)</h3>],"Steven C Chapra, Raymond P Canale",McGraw Hill,"20,000원35,000원"
화공계산,채희엽,[<h3>Basic Principles and Calculations in Chemical Engineering (Revised)</h3>],Himmelblau David Mautner,Pearson Educacion,"15,000원52,000원"
화공계산,채희엽,[<h3>화공양론(8판)(CD1장포함)</h3>],"Himmelblau, JamesB Riggs",PEARSON EDUCATION KOREA,"10,000원32,000원"
화공계산,채희엽,[<h3>화학공정계산(제3판)(CD-ROM 1장 포함)</h3>],RMFelder 외,청문각(교문사),"10,000원35,000원"
반도체화학공정,채희엽,[<h3>반도체 소자 공정기술</h3>],"Michael Quirk, Julian Serda",자유아카데미,"23,000원32,000원"
재료현대물리,정원국,[<h3>Concepts of Modern Physics</h3>],Beiser,McGraw-Hill,"7,000원42,000원"
재료현대물리,정원국,[<h3>Concepts of Modern Physics (Asia Adaptation)</h3>],Beiser,McGraw-Hill,"13,000원42,000원"
재료현대물리,정원국,[<h3>현대물리학(6판)</h3>],"Beiser, Kok Wai Cheah",McGraw Hill,"18,000원36,000원"
재료현대물리,김형섭,[<h3>Concepts of Modern Physics (Asia Adaptation)</h3>],Beiser,McGraw-Hill,"13,000원42,000원"
재료현대물리,김형섭,[<h3>현대물리학(6판)</h3>],Beiser,교보문고,"1원30,000원"
재료현대물리,정현석,[<h3>Concepts of Modern Physics (Asia Adaptation)</h3>],Beiser,McGraw-Hill,"13,000원42,000원"
재료현대물리,정현석,[<h3>현대물리학(6판)</h3>],"Beiser, Kok Wai Cheah",McGraw Hill,"18,000원36,000원"
재료물리화학,이재찬,[<h3>기본 물리화학</h3>],Walter JMoore,탐구당,"18,000원"
재료물리화학,황동목,[<h3>Physical Chemistry</h3>],"Atkins, JuliO de Paula",Oxford U.K,"10,000원63,000원"
재료물리화학,황동목,[<h3>기본 물리 화학</h3>],Walter J.Moore,탐구당,"18,000원"
재료물리화학,황동목,[<h3>기본 물리화학</h3>],Walter JMoore,탐구당,"18,000원"
결정구조및X-선회절,양철웅,[<h3>Elements of X Ray Diffraction(3판)(Paperback)</h3>],"BD Cullity, SR Stock",PEARSON EDUCATION KOREA,"20,000원39,000원"
결정구조및X-선회절,양철웅,[<h3>X-ray 결정학</h3>],허무영,청문각(교문사),"10,000원23,000원"
결정구조및X-선회절,양철웅,[<h3>재료결정학(개정판 2판)</h3>],이정용,청문각(교문사),"25,700원"
결정구조및X-선회절,조형균,[<h3>X-ray 결정학</h3>],허무영,청문각(교문사),"10,000원23,000원"
결정구조및X-선회절,조형균,[<h3>재료결정학(개정판 2판)</h3>],이정용,청문각(교문사),"25,700원"
신소재공학개론1,주진호,[<h3>Fundamentals of Materials Science and Engineering</h3>],"William D Callister, David G Rethwisch",John Wiley & Sons Inc,"25,000원53,000원"
신소재공학개론1,주진호,[<h3>재료과학(THIRD EDITION)(3판)</h3>],WILLIAM D CALLISTER JR,한티미디어,"10,000원35,000원"
신소재강도학,김득중,[<h3>Mechanical Metallurgy (SI)</h3>],"Dieter, Bacon David",McGraw-Hill,"27,000원45,000원"
신소재강도학,주진호,[<h3>Mechanical Metallurgy (SI)</h3>],"Dieter, Bacon David",McGraw-Hill,"27,000원45,000원"
디스플레이공학,이준신,[<h3>디스플레이 공학개론</h3>],"이준신, 김도영, 모연곤, 배병성, 송장근",홍릉과학출판사,"10,000원30,000원"
디스플레이공학,김상수,[<h3>디스플레이 공학 1(LCD)</h3>],김상수 외,청범출판사,"10,000원25,000원"
신호및시스템,전병우,[<h3>Signals and Systems</h3>],"Simon Haykin, Barry Van Veen",Wiley,"25,000원69,000원"
신호및시스템,전병우,[<h3>신호와 시스템(개정2판)(2판)</h3>],SIMON HAYKIN,범한서적,"15,000원30,000원"
신호및시스템,김중규,[<h3>Signals and Systems</h3>],"Simon Haykin, Barry Van Veen",Wiley,"25,000원69,000원"
신호및시스템,김중규,[<h3>신호와 시스템(개정2판)(2판)</h3>],SIMON HAYKIN,범한서적,"15,000원30,000원"
신호및시스템,윤석호,[<h3>신호와 시스템(개정2판)(2판)</h3>],SIMON HAYKIN,범한서적,"15,000원30,000원"
신호및시스템,이태진,[<h3>Signals and Systems</h3>],"Simon Haykin, Barry Van Veen",Wiley,"25,000원69,000원"
신호및시스템,이태진,[<h3>신호와 시스템(개정2판)(2판)</h3>],SIMON HAYKIN,범한서적,"15,000원30,000원"
신호및시스템,유재천,[<h3>Signals &amp; Systems</h3>],Oppenheim,Pearson,"15,000원46,000원"
신호및시스템,유재천,[<h3>신호와 시스템(개정2판)(2판)</h3>],SIMON HAYKIN,범한서적,"15,000원30,000원"
신호및시스템,신지태,[<h3>Signals and Systems</h3>],"Simon Haykin, Barry Van Veen",Wiley,"25,000원69,000원"
신호및시스템,신지태,[<h3>신호와 시스템(개정2판)(2판)</h3>],SIMON HAYKIN,범한서적,"15,000원30,000원"
전산제도,최재붕,[<h3>기본에 충실한 인벤터(2016)</h3>],"신순욱, 고성우",세진북스,"15,000원25,000원"
동역학,휴고로드리그,[<h3>Dynamics</h3>],Benson H Tongue,Wiley,"10,000원48,000원"
동역학,휴고로드리그,[<h3>Dynamics: Engineering Mechanics</h3>],Benson H Tongue,Wiley,"10,000원48,000원"
동역학,휴고로드리그,[<h3>Engingeering Mechanics: Dynamics</h3>],Russell C Hibbeler,Pearson Education,"40,000원43,000원"
동역학,휴고로드리그,[<h3>Engingeering Mechanics: Statics</h3>],Russell C Hibbeler,"Pearson Education, Limited","20,000원42,000원"
동역학,휴고로드리그,[<h3>동역학(2판)</h3>],Tongue,교보문고,"10,000원36,000원"
동역학,휴고로드리그,[<h3>동역학(공업역학)(13판)</h3>],"R C Hibbeler, Kai Beng Yap",프로텍미디어,"5,000원36,000원"
기계재료,이영제,[<h3>Fundamentals of Materials Science and Engineering</h3>],"William D Callister, David G Rethwisch",John Wiley & Sons Inc,"25,000원53,000원"
기계재료,이영제,[<h3>재료공학(핵심)(3판)</h3>],"Donald R Askeland, Wendelin JWright",한티미디어,"12,000원33,000원"
기계설계입문,서명원,[<h3>기계공학제도(4판)</h3>],김종원,문운당,"10,000원29,000원"
기체동역학,김윤제,[<h3>Fundamentals of Gas Dynamics</h3>],"Zucker Robert D, Biblarz Oscar",John Wiley & Sons Inc,"40,000원65,000원"
기구학,문형필,[<h3>기구학(4판)(CD1장포함)</h3>],"John J Uicker, Gordon R Pennock, Joseph E Shigley",ITC,"9,000원29,000원"
기구학,최혁렬,[<h3>기구학(4판)</h3>],"Arthur G Erdman, George N Sandor, Sridhar Kota",프로텍미디어,"15,000원35,000원"
기구학,최혁렬,[<h3>기구학(4판)(CD1장포함)</h3>],"John J Uicker, Gordon R Pennock, Joseph E Shigley",ITC,"9,000원29,000원"
제어공학,김훈모,[<h3>Automatic Control Systems</h3>],"Farid Golnaraghi, Benjamin C kuo",McGRAW HILL,"25,000원44,000원"
제어공학,김훈모,"[<h3>Automatic Control Systems, 9/E</h3>]","Golnaraghi Farid, Kuo Benjamin C",Wiley,"15,000원45,000원"
제어공학,김훈모,[<h3>자동제어(Kuo의)(10판)</h3>],"Farid Golnaraghi, Benjamin C Kuo",Mcgraw Hill,"13,500원38,000원"
제어공학,김훈모,[<h3>자동제어(KUO의)(9판)</h3>],"FARID GOLNARAGHI, BENJAMIN C KUO",퍼스트북,"9,000원35,000원"
비파괴공학개론,송성진,[<h3>비파괴평가공학</h3>],박은수 외,학연사,"10,000원22,000원"
시스템프로그램,최형기,[<h3>Computer Systems</h3>],Bryant Randal E,Pearson,"12,000원48,000원"
시스템프로그램,최형기,[<h3>컴퓨터 시스템(3판)</h3>],"Randal E Bryan, David R O'Hallaron",피어슨에듀케이션코리아,"15,000원37,000원"
알고리즘개론,허재필,[<h3>INTRODUCTION TO ALGORITHMS 2/E</h3>],THOMAS HCORMEN,한빛미디어,"42,000원"
동아시아철학입문,김도일,[<h3>중국철학사(상)(완역판)(까치글방 154)</h3>],풍우란,까치,"20,000원25,000원"
동아시아철학입문,김도일,[<h3>중국철학사(하)(완역판)(까치글방 155)</h3>],풍우란,까치,"25,000원"
국어학연구입문,이금희,[<h3>국어학개설(3판)(양장본 HardCover)</h3>],이익섭,학연사,"4,000원20,000원"
국문학연구입문,정인숙,[<h3>한국문학강의</h3>],조동일,길벗,"5,000원12,000원"
국문학연구입문,정인숙,[<h3>한국문학강의(개정판)</h3>],"조동일, 서대석, 이혜순, 김대행, 박희병",길벗,"5,000원16,000원"
한국의역사와문화,김도형,[<h3>한국의 역사와 문화(외국인을 위한)(글로벌한국학교재 시리즈 2)</h3>],"박성준, 이선이",한국문화사,"10,000원20,000원"
인문학명저산책,김연정,[<h3>빌러비드(세계문학전집 116)</h3>],토니 모리슨,문학동네,"8,000원15,000원"
인문학명저산책,김연정,[<h3>안드로이드는 전기양의 꿈을 꾸는가(필립 K. 딕 걸작선 12)(양장본 HardCover)</h3>],필립 K. 딕,폴라북스,"6,000원14,000원"
인문학명저산책,김연정,[<h3>오만과 편견(세계문학전집 88)</h3>],제인 오스틴,민음사,"5,000원11,000원"
인문학명저산책,김연정,[<h3>추락</h3>],존 쿳시,동아일보사,"6,000원11,000원"
인문학명저산책,김연정,[<h3>하얀 이빨. 1</h3>],제이디 스미스,민음사,"8,000원13,000원"
인문학명저산책,심세광,[<h3>감시와 처벌(2판)(양장본 HardCover)</h3>],미셸 푸코,나남,"11,000원23,000원"
인문학명저산책,심세광,[<h3>성의 역사. 1: 지식의 의지(6판)(나남신서 136)</h3>],미셸 푸코,나남,"5,000원12,000원"
인문학명저산책,윤경섭,[<h3>자유론(책세상문고 고전의세계 43)</h3>],존 스튜어트 밀,책세상,"3,000원7,900원"
인문학명저산책,윤경섭,[<h3>통치론(까치글방 120)</h3>],존 로크,까치,"5,000원12,000원"
인문학명저산책,김영죽,[<h3>그리스인 조르바(열린책들 세계문학 21)(양장본 HardCover)</h3>],니코스 카잔차키스,열린책들,"4,800원12,800원"
인문학명저산책,김영죽,[<h3>마음(문예세계문학선 14)</h3>],나쓰메 소세키,문예출판사,"5,000원9,000원"
인문학명저산책,김영죽,[<h3>북학의(오래된 책방 01)</h3>],박제가,서해문집,"4,000원8,700원"
인문학명저산책,김영죽,[<h3>아내를 모자로 착각한 남자(개정판)(양장본 HardCover)</h3>],올리버 색스,알마,"10,000원18,500원"
인문학명저산책,김영죽,[<h3>왜 나는 너를 사랑하는가(개정판)(양장본 HardCover)</h3>],알랭 드 보통,청미래,"5,000원12,000원"
프랑스어문법,노윤채,[<h3>대학 프랑스어 문법</h3>],노윤채,신아사,"7,000원16,000원"
현대영미소설,홍덕선,[<h3>Kindred</h3>],Butler Octavia E,없음,"15,000원23,500원"
현대영미소설,홍덕선,[<h3>The Crying of Lot 49(영미문학 시리즈)</h3>],토머스 핀천,신아사,"5,000원10,000원"
현대영미소설,홍덕선,[<h3>The Great Gatsby(2판)</h3>],"스콧 피츠제럴드, Kim Yong Kwon",신아사,"5,000원12,000원"
현대영미소설,홍덕선,[<h3>The Hours</h3>],마이클 커닝햄,Picador USA,"10,000원18,800원"
현대영미소설,홍덕선,[<h3>속죄</h3>],이언 매큐언,문학동네,"5,000원11,000원"
현대영미소설,홍덕선,[<h3>위대한 개츠비(세계문학전집 75)</h3>],스콧 피츠제럴드,민음사,"3,000원8,000원"
현대영미소설,홍덕선,[<h3>킨</h3>],옥타비아 버틀러,비채,"8,000원14,500원"
중국고대문학사,남종진,[<h3>중국문학사(개정판)</h3>],정범진,학연사,"3,500원12,000원"
